"bedrooms","bathrooms","sqft_living","sqft_lot","grade","sqft_above","sqft_basement","yr_built","yr_renovated","lat","long","sqft_living15","sqft_lot15","date_month","date_day","price"
4,2.5,2300,10843,8,2300,0,1955,0,47.6988,-122.202,1780,10843,"10",14,13.3212158754924
3,2.5,1990,4936,8,1990,0,2004,0,47.5911,-122.018,2250,4815,"11",21,13.2083594057686
4,2.5,2390,38258,8,2390,0,2001,0,47.7433,-122.094,1960,17113,"12",16,13.2312195760368
3,2.5,2160,7500,7,1430,730,1979,0,47.6188,-122.064,1560,7500,"8",11,13.1853400544982
4,3.25,3300,15907,10,3300,0,1985,0,47.5413,-122.216,2740,11358,"6",9,14.1156158911551
3,2,1840,2825,7,1040,800,1920,0,47.6428,-122.302,1820,3750,"4",30,13.5278298188449
3,2.5,2030,10958,8,2030,0,1983,0,47.7251,-122.11,1960,10282,"11",19,13.180634172319
3,2.5,1400,2036,7,1400,0,2003,0,47.5516,-122.382,1500,2036,"7",17,12.7544859189576
4,2.25,2320,16800,9,2320,0,1977,0,47.2959,-122.166,2700,15680,"8",10,12.4684407561441
3,1.75,1410,9150,7,1410,0,1959,0,47.5683,-122.178,1800,9940,"8",29,12.8076553722869
3,2,1860,42800,7,930,930,1983,0,47.5898,-122.004,1980,11250,"9",8,13.3293791728036
4,2.5,1820,6916,7,1820,0,1994,0,47.3862,-122.029,1680,6995,"7",24,12.671066873651
4,2.5,1910,7172,8,1910,0,1993,0,47.7615,-122.309,1630,10127,"3",3,13.1193608744001
3,1.75,1540,7490,7,1540,0,1971,0,47.7222,-122.177,1270,7350,"4",8,13.0170050839663
3,2,1430,7905,7,1430,0,1988,0,47.2757,-122.145,1870,8400,"3",27,12.2060776455177
3,1,1010,8906,7,1010,0,1968,0,47.3627,-122.108,1150,10414,"9",9,12.363080667835
2,1,940,8384,5,940,0,1947,0,47.5065,-122.364,1290,8384,"8",4,11.7101438444049
3,2.75,2600,5875,8,1600,1000,1929,0,47.5773,-122.406,2260,5492,"6",26,13.598598798636
4,2.25,2060,7283,8,1220,840,1963,2013,47.7435,-122.317,1500,8134,"7",8,12.9239148777019
3,2.5,1920,4534,8,1920,0,1986,0,47.7144,-122.204,1380,5100,"2",18,13.0710721882777
4,2.5,2900,21074,11,2900,0,1986,0,47.6696,-122.416,3390,20000,"10",30,14.1063135054156
1,1,1020,7920,7,1020,0,1947,1983,47.5385,-122.355,1000,7168,"9",18,12.5024703760492
4,2.25,2150,9520,8,2150,0,1979,0,47.6885,-122.113,2000,9520,"7",24,13.2586427408961
3,2.5,1660,2890,7,1660,0,2001,0,47.5434,-122.293,1540,2890,"3",27,12.7068509637411
4,1,1230,7410,7,1230,0,1944,0,47.4798,-122.344,1020,7648,"6",26,12.4401600933536
2,2.5,2170,7546,8,2170,0,2007,0,47.7242,-122.032,2170,7083,"4",6,13.5211408396427
3,2,1280,7633,7,1280,0,1991,0,47.3883,-122.05,1450,6783,"3",4,12.5425484535736
4,2.5,2240,6920,8,1380,860,1974,0,47.5011,-122.375,1540,7000,"4",30,13.1900238950353
4,1.5,1780,5100,7,1320,460,1953,0,47.6944,-122.288,1880,5100,"3",12,13.270785106659
3,1.75,1840,7200,7,1220,620,1968,0,47.456,-122.209,1770,8075,"12",12,12.6148688659846
4,1.75,1740,7700,7,1740,0,1968,0,47.6259,-122.111,1740,8120,"6",24,13.3046866008636
5,3,3040,6604,9,3040,0,2005,0,47.548,-122.356,1650,6825,"8",11,13.1972871595517
3,2.5,2370,4375,8,2370,0,2006,0,47.354,-121.999,2380,4606,"2",9,12.8103913446202
4,2.5,2100,6783,8,2100,0,2003,0,47.3504,-122.141,2100,6192,"8",19,12.6214913848161
3,2.25,1470,1578,8,1090,380,2007,0,47.5388,-122.387,1470,1668,"5",22,12.9761831820384
2,1.5,1300,6120,6,820,480,1945,0,47.5088,-122.338,1250,6120,"4",9,12.6115410869661
3,3,3420,7826,8,2430,990,1939,0,47.5873,-122.29,980,6300,"10",20,13.7198814273005
3,1.5,1190,4750,7,970,220,1940,0,47.6726,-122.386,1460,4750,"6",25,13.1223653774023
5,2,2080,16117,7,1740,340,1959,0,47.3424,-122.289,1510,13068,"6",26,12.4450934830008
5,1.5,2180,4268,7,1340,840,1924,0,47.6848,-122.389,1530,3880,"9",17,13.0604901013436
3,2,1460,7860,7,1460,0,1967,0,47.6233,-122.108,1850,8148,"3",17,13.0815434662152
3,1.75,1530,8503,7,1150,380,1983,0,47.6872,-122.185,1610,8549,"1",30,13.1918913057228
4,3.5,4740,8611,11,3640,1100,2006,0,47.5375,-122.07,4042,8321,"4",30,14.1148748764795
3,2.25,1980,40887,8,1980,0,1980,0,47.6478,-122.029,2460,35700,"5",15,13.2176753753888
3,1.75,1710,6400,7,1240,470,1976,0,47.3036,-122.377,1600,6400,"12",2,12.4684407561441
2,1.5,1160,982,7,890,270,2006,0,47.7675,-122.315,1160,1008,"4",24,12.5598970304834
3,2.5,2200,3000,9,1530,670,2002,0,47.6451,-122.35,2200,3300,"10",29,13.5144068165308
2,1,1170,5000,7,1030,140,1920,0,47.5449,-122.388,1170,5850,"10",2,12.959846800845
3,1,1120,7500,7,1120,0,1965,0,47.5112,-122.359,1120,5000,"9",2,12.345838935722
3,1.5,1710,4000,8,1710,0,1926,0,47.5714,-122.385,1910,4000,"4",13,13.4224694513351
3,1.75,1650,7807,7,1650,0,1986,0,47.3514,-122.167,1810,8475,"7",29,12.496878583629
4,2.5,2840,8820,8,1420,1420,1952,0,47.5542,-122.265,2310,8750,"8",25,13.6097168734852
4,3,3310,217800,9,3310,0,1989,0,47.6616,-121.999,2810,217800,"4",27,14.0386549092782
3,2,1860,7232,7,1320,540,1985,0,47.7165,-122.319,1830,7220,"9",16,13.038983942376
3,2.5,2250,9608,8,2250,0,1994,0,47.4865,-121.802,2020,9834,"1",20,13.0058318083369
3,2.5,2890,7027,8,2890,0,2004,0,47.6111,-122.009,2890,7197,"9",24,13.4800392202766
3,1.75,2120,5992,7,1060,1060,1947,0,47.7083,-122.308,1840,11000,"2",19,12.959846800845
4,2.5,2130,4750,8,2130,0,2009,0,47.4324,-122.184,2130,4071,"7",15,12.8212609873195
2,1.75,1170,8200,6,780,390,1937,0,47.3263,-122.305,1780,9020,"4",29,12.6181856076098
4,1.75,2120,7420,7,1060,1060,1956,0,47.6019,-122.13,1540,7420,"6",23,13.0236496119683
3,1.75,1280,10716,7,1280,0,1969,0,47.4755,-122.145,1440,9870,"5",20,12.5776396502326
4,2.5,3170,47502,10,3170,0,1988,0,47.6495,-122.185,3190,35110,"12",29,13.8499129508647
4,2.25,2260,41984,9,2260,0,1967,0,47.6622,-122.171,2650,37318,"5",20,13.7375500975751
3,1.75,2930,19876,9,2030,900,1993,0,47.7443,-122.17,2740,11499,"5",29,13.3046866008636
3,1.5,1060,5750,7,1060,0,1981,0,47.5512,-122.371,1060,5750,"8",5,12.7770550169707
4,1.75,1740,9344,7,1180,560,1978,0,47.3196,-122.399,1440,12884,"6",17,12.2305262051594
4,2.5,2990,5400,8,2990,0,2005,0,47.6122,-122.009,2890,6538,"4",22,13.4224694513351
4,3.25,3530,20012,11,3530,0,1986,0,47.7193,-122.127,3850,20707,"4",22,13.8104990211654
5,2,2960,10960,7,1500,1460,1957,0,47.6162,-122.174,2160,10960,"3",31,13.5923682566493
3,2.5,1650,3711,8,1650,0,1996,0,47.6863,-122.093,1760,3762,"9",9,13.0657951423158
4,2.5,2720,13500,8,1510,1210,1969,0,47.6191,-122.145,2510,12350,"12",2,13.2175844623307
3,1.75,1516,2897,7,998,518,1925,0,47.6842,-122.341,2100,3854,"10",13,13.2631265575041
4,3.25,4386,12275,10,2356,2030,2006,0,47.3329,-122.2,3060,10925,"3",3,13.2085429085061
3,2.25,2580,7434,7,1630,950,1963,0,47.7446,-122.332,1920,7737,"11",19,12.7367038377645
3,1,960,5512,6,960,0,1963,0,47.4944,-122.165,1090,5837,"3",31,12.3238601256211
2,1.75,1460,10506,7,1460,0,1983,0,47.4048,-122.178,1460,8153,"10",28,12.6113744069647
4,3.5,3840,4000,8,2640,1200,2001,0,47.6642,-122.291,1620,4000,"2",23,13.6290616955503
4,2.5,2090,4200,7,2090,0,2007,0,47.3659,-122.017,2090,4200,"3",30,12.7367038377645
4,2.25,2470,7800,8,1470,1000,1975,0,47.6913,-122.115,2050,8050,"10",8,13.1519241213916
4,2.5,2090,6906,8,2090,0,1992,0,47.5718,-121.996,2090,6370,"7",11,13.3063518774095
3,2.5,2070,8581,8,2070,0,1994,0,47.5101,-122.151,2440,7849,"5",4,13.0604901013436
3,1,1650,6400,7,980,670,1954,0,47.52,-122.365,1230,6400,"7",8,12.8253068349264
3,1.75,1880,45738,8,1410,470,1980,0,47.7662,-122.114,2340,38556,"11",19,13.2176753753888
4,2.5,2060,7720,8,2060,0,1995,0,47.2956,-122.374,1630,7720,"12",14,12.3989672765261
3,1.5,1410,9647,8,1410,0,1961,0,47.7608,-122.361,2090,9272,"5",6,12.8144813187198
4,3.5,2770,8763,8,2100,670,1996,0,47.2625,-122.308,2030,7242,"9",24,12.7910804529819
3,2,1390,8245,7,1390,0,1984,0,47.2669,-122.254,1260,8245,"3",11,12.2302822146446
4,2.75,5440,239580,9,2720,2720,1969,0,47.354,-122.293,1970,40392,"9",30,13.6529928049364
3,1.5,1280,4452,6,1280,0,1985,0,47.3344,-122.216,1070,4366,"10",21,12.138869243416
3,2.75,1720,28000,7,1720,0,1958,0,47.4375,-122.176,2000,41817,"5",28,12.6946557278288
3,2.75,1720,28000,7,1720,0,1958,0,47.4375,-122.176,2000,41817,"2",25,12.7367038377645
6,2.25,3040,28535,8,1890,1150,1951,0,47.3864,-122.223,1360,8250,"6",25,12.7068509637411
4,3.5,3780,7769,9,3110,670,2001,0,47.691,-122.129,3310,7945,"1",2,13.569611298299
4,2.5,2670,5974,8,2670,0,1999,0,47.7122,-122.231,2140,5729,"11",3,13.3244891954801
3,2,1350,7216,7,1350,0,1964,0,47.7616,-122.365,1920,7600,"10",31,12.899222326087
5,3.5,3490,9680,9,2460,1030,1980,0,47.7757,-122.391,3080,13489,"6",3,13.7552306892137
2,1.5,870,747,8,800,70,2004,0,47.6967,-122.342,1710,1280,"1",9,12.6539616644054
4,2.25,2410,4250,7,1460,950,1929,0,47.6849,-122.376,1360,5074,"4",9,13.5076271387383
3,1.75,1640,10123,8,1340,300,1977,0,47.7698,-122.167,2210,10852,"3",19,13.0626154961386
3,1,1540,9800,7,1540,0,1950,0,47.7604,-122.329,1560,9450,"2",24,12.7656912906044
4,2.5,2370,9601,8,1570,800,1976,0,47.5327,-122.054,2550,10500,"7",23,13.180634172319
4,3,1830,9548,7,1830,0,1991,0,47.7379,-122.224,1740,9750,"5",7,12.9360362088485
4,2.25,2330,8994,8,2330,0,1986,0,47.7264,-122.104,2330,8396,"6",21,13.3684434637215
4,2.75,2240,27820,8,2240,0,1976,0,47.5936,-122.054,2330,20000,"6",11,13.2714383404046
2,2.5,1700,2513,8,1700,0,2009,0,47.5163,-121.878,1760,2891,"11",19,12.8426521201009
3,2.25,1750,9298,7,1410,340,1969,0,47.4579,-122.164,1720,7875,"1",15,12.4874888785461
3,1.75,1100,9750,6,1100,0,1967,0,47.2955,-122.362,1100,9900,"9",24,12.2643462706242
4,3,2320,13068,8,2320,0,1998,0,47.3497,-122.317,2220,25265,"1",23,12.899222326087
4,2.5,2540,6491,8,2540,0,1997,0,47.6363,-122.117,1990,8447,"2",6,13.5278298188449
5,2.5,3090,12750,8,1750,1340,1968,0,47.3408,-122.335,1760,25919,"5",5,12.8607414373459
2,1,770,5200,6,770,0,1969,0,47.3627,-122.087,1150,5330,"8",6,12.0782449558223
3,2.75,2370,4632,7,2370,0,2002,0,47.3794,-122.022,2290,5012,"9",9,12.7656912906044
3,1,1200,7210,6,1200,0,1977,0,47.3729,-122.183,1200,7650,"7",29,12.0317252107486
4,2,2200,3060,7,1100,1100,1908,2000,47.565,-122.284,1410,5100,"11",14,12.788291058675
3,2.75,2660,32757,8,2660,0,1975,0,47.7649,-122.098,2720,35191,"4",28,13.270785106659
3,1.75,1600,10280,7,1050,550,1977,0,47.725,-122.174,1590,8100,"6",23,13.0001980033146
2,2.5,1330,1249,8,1330,0,2004,0,47.6668,-122.285,1430,1328,"3",17,13.1519241213916
5,2.5,3440,12900,8,1720,1720,1958,0,47.4426,-122.342,2100,10751,"11",17,13.2249217707819
3,2.5,2510,6320,9,2510,0,1996,0,47.5868,-122.033,2518,5819,"6",10,13.3984803309342
4,2.5,2150,10098,7,1090,1060,1963,0,47.7166,-122.201,1880,10000,"3",17,12.9360337992128
3,1.5,1180,10277,6,1180,0,1983,0,47.488,-121.787,1680,11104,"5",2,12.5245300130057
2,1,680,8640,5,680,0,1951,0,47.4559,-122.289,1320,13140,"11",19,12.1704506492207
4,2.5,2840,4750,9,2840,0,2002,0,47.4511,-122.121,2460,4750,"8",20,13.1711554463339
3,2.5,1820,7500,8,1820,0,1985,0,47.7155,-122.104,2040,8304,"10",9,12.9574910927019
2,1,1070,5150,6,870,200,1908,0,47.6853,-122.366,1520,3860,"1",8,13.0280548957329
2,1,1250,5650,7,1250,0,1943,0,47.5495,-122.377,1210,5650,"8",22,13.0454844928933
4,2.5,2190,6300,7,1240,950,1960,0,47.6918,-122.216,2730,14659,"5",4,13.9108216468591
3,1.75,3000,5413,8,1900,1100,1963,0,47.6962,-122.312,1550,5413,"12",8,13.1673386550911
4,1.75,2270,9830,8,2270,0,1959,0,47.5999,-122.176,2540,11990,"8",8,13.3293791728036
4,4,4500,11795,12,4500,0,1991,0,47.5533,-122.098,3930,11576,"11",3,14.2309266569914
5,4,3400,5000,8,2320,1080,1900,2013,47.6655,-122.363,1910,5000,"8",8,13.6762496400554
3,2.5,2830,9680,10,2830,0,1991,0,47.6249,-122.024,2970,8691,"8",17,13.4730216574672
3,1,960,9563,7,960,0,1967,0,47.2864,-122.357,1280,9600,"7",7,12.2783979582618
2,1,1530,6450,7,1530,0,1920,0,47.6833,-122.398,1530,5000,"9",8,13.2878795107957
5,2.5,2500,13034,7,1300,1200,1962,0,47.3343,-122.194,2440,13300,"8",14,12.6854106981752
4,2,1560,7569,7,1560,0,1966,0,47.4496,-122.155,1480,8755,"7",22,12.5389706450265
3,2.25,2070,7207,8,1720,350,1973,0,47.7735,-122.371,2350,7980,"9",19,13.1902107931072
5,2.25,2710,19800,9,1910,800,1959,0,47.5958,-122.175,2120,16400,"10",27,13.6291821845913
4,2.5,3150,4203,9,3150,0,2002,0,47.688,-122.164,3150,5169,"7",3,13.6109446192161
3,2.25,1880,10880,8,1480,400,1975,0,47.5937,-122.116,2120,10240,"3",9,13.191704721501
3,1,1250,8800,7,1250,0,1955,0,47.497,-122.357,1480,8200,"3",9,12.345838935722
4,1.75,2290,8142,7,1490,800,1969,0,47.4564,-122.211,1840,8142,"2",17,12.6931208128227
3,2.25,1990,4331,7,1990,0,1997,0,47.4917,-122.167,1690,3688,"1",30,12.7910804529819
3,2.5,2100,5824,8,2100,0,1999,0,47.5334,-121.867,1890,4140,"5",9,13.1323156884536
3,1,940,8400,7,940,0,1958,0,47.5112,-122.167,950,8400,"9",30,12.4447193987645
3,1.75,1640,4860,8,1200,440,1965,0,47.7125,-122.32,1480,7200,"7",11,12.821125843418
3,2.25,1860,8378,7,1860,0,1995,0,47.3875,-122.032,1870,8378,"1",21,12.7656912906044
4,2.25,2100,2500,8,2100,0,2001,0,47.6726,-122.298,1660,4000,"8",7,13.3847291803322
3,1.75,1500,15246,6,1500,0,1925,1998,47.4367,-122.463,1500,16988,"8",25,12.5947340251467
3,1.75,1680,28046,8,1180,500,1948,0,47.7648,-122.37,2190,26308,"5",7,13.3374763699232
2,2.5,3900,920423,12,3900,0,2009,0,47.5371,-121.756,2720,411962,"3",20,14.507657738691
3,1,1400,7410,6,1400,0,1944,0,47.4798,-122.343,1070,7410,"5",7,12.4130908799469
3,2.75,2600,12860,7,1350,1250,1965,0,47.695,-121.918,2260,12954,"9",16,12.9715428132484
3,2,1440,4859,6,1440,0,1921,0,47.5503,-122.285,1360,4558,"1",23,13.142148357486
4,1.75,1870,9500,7,1090,780,1962,0,47.7012,-122.187,2010,10000,"12",9,13.1021627109011
4,2.75,2960,10454,8,2360,600,1979,0,47.4006,-122.322,1870,10500,"12",2,12.8610012106691
4,2.5,2440,6733,9,2440,0,1999,0,47.6374,-122.064,2570,6496,"4",29,13.5528475488771
2,1,1122,9100,6,1122,0,1960,0,47.328,-122.341,840,9344,"2",12,12.1281165094513
3,1.5,1060,10464,7,1060,0,1973,0,47.7313,-122.229,1420,10464,"5",9,12.6231401843692
4,2.5,2150,8165,8,1430,720,1957,0,47.773,-122.371,2360,7980,"2",11,13.0562257116496
4,2.5,3100,10000,9,3100,0,1978,0,47.3741,-122.15,1850,9438,"7",21,13.0168939669288
2,1.5,880,1805,7,880,0,1999,0,47.7064,-122.342,880,5060,"6",16,12.3673450484364
4,2.5,2490,34947,9,2150,340,1985,0,47.4823,-122.031,2490,39639,"12",2,13.1615860136327
2,1,1080,9067,6,1080,0,1951,0,47.4815,-122.331,1080,6647,"11",6,12.2209661841202
5,2.5,2530,10190,7,1290,1240,1960,0,47.616,-122.115,2040,8560,"8",26,13.3954408195356
3,1,1200,7800,7,1200,0,1954,0,47.5196,-122.371,1230,7070,"7",9,12.5245300130057
4,2.25,2850,7453,9,2850,0,1991,0,47.7439,-122.174,2700,8468,"10",24,13.1993262703906
4,2.5,2950,4502,7,2950,0,2005,0,47.5002,-122.151,2360,4502,"6",24,13.0280548957329
2,1.75,1160,6828,7,860,300,1941,0,47.6937,-122.298,1250,6828,"10",16,13.0357177517014
4,3.5,3420,4751,10,3420,0,2003,0,47.4734,-122.193,3490,5700,"4",24,13.2174935410067
3,1.75,2240,10578,8,1550,690,1923,0,47.6954,-122.292,1570,10578,"5",2,13.5278298188449
4,1.75,1450,8891,7,1180,270,1962,0,47.478,-122.278,1450,9013,"6",23,12.3673450484364
4,2.5,1820,7930,7,1820,0,1989,0,47.359,-122.05,1490,7930,"9",11,12.5637505862994
4,3.5,4700,13730,11,3500,1200,1958,1995,47.6899,-122.217,3210,15306,"3",18,14.7900705753208
4,1.75,2430,14000,7,1580,850,1963,0,47.6554,-122.134,1910,8285,"2",10,13.3080143854191
3,1.5,1960,4080,7,1960,0,1915,0,47.6768,-122.31,1880,4080,"8",20,13.3692250178346
3,1.75,1440,10920,8,1440,0,1977,0,47.3812,-122.168,1720,8260,"10",9,12.4950076826937
4,2.5,2730,4385,8,2730,0,2001,0,47.5975,-122.038,2670,4644,"4",21,13.4758345948875
2,1,910,9000,5,910,0,1923,0,47.526,-121.81,1290,9000,"10",10,12.4069746778683
2,1,910,9000,5,910,0,1923,0,47.526,-121.81,1290,9000,"5",12,12.6148688659846
4,2.5,2430,6325,8,2020,410,1919,0,47.6413,-122.354,2340,4375,"8",18,13.8054612322113
4,2.75,3350,6500,10,3350,0,1999,0,47.5838,-122.027,2960,6970,"4",22,13.5144054651804
4,1.75,2320,4322,7,1140,1180,1910,0,47.5755,-122.289,1820,4322,"6",10,13.0815434662152
3,2.5,1260,1622,8,1260,0,2009,0,47.7325,-122.343,1340,1188,"7",29,12.6280703342727
3,2,1980,3525,8,1590,390,1932,0,47.6847,-122.368,1760,3760,"1",15,13.4635402441634
4,1.5,1580,8468,7,1580,0,1971,0,47.3336,-122.281,1580,8260,"3",30,12.4874888785461
4,2.5,2710,35009,9,2710,0,1992,0,47.4815,-121.714,2330,35040,"4",22,13.3046866008636
3,1,1400,9750,7,1400,0,1968,1998,47.3862,-122.304,1640,8050,"7",21,12.441148720271
4,2.5,2410,7950,8,2410,0,1997,0,47.7185,-122.226,1920,7713,"3",26,13.3341644452705
4,3.25,1790,2460,7,1100,690,2000,0,47.534,-122.346,1260,4040,"12",12,12.8610012106691
3,2,1640,9234,7,1060,580,1967,0,47.5162,-122.274,2230,10354,"12",19,12.6729495165583
3,2.5,1670,8023,7,1170,500,1960,0,47.615,-122.117,1960,8964,"4",23,13.4531063760971
2,1,970,5750,6,970,0,1932,0,47.5518,-122.37,1650,8625,"6",30,12.75130259456
3,2.5,1610,1778,7,1610,0,2002,0,47.6902,-122.306,1120,2187,"10",22,12.8479291632781
4,1.75,2060,26036,8,1160,900,1947,0,47.4444,-122.351,2590,21891,"5",8,13.3808756169562
3,2.5,3570,35271,9,3570,0,1997,0,47.4782,-122.035,3510,37194,"9",25,13.4939283131462
3,1.75,1400,7735,7,1400,0,1989,0,47.357,-122.04,1530,7754,"12",19,12.5059957400293
4,2.5,3470,32109,10,3470,0,1995,0,47.7311,-122.036,3800,35181,"6",11,13.6819803081962
3,1,1210,9525,7,1210,0,1955,0,47.5274,-122.345,1680,7620,"5",30,12.6113744069647
4,3.25,3930,10929,10,3930,0,2006,0,47.6259,-122.194,1780,9999,"7",3,14.4441197507198
2,1,990,4802,7,990,0,1947,0,47.6876,-122.395,1180,5000,"6",2,12.9715428132484
5,2.5,2200,4942,8,2200,0,1989,0,47.5772,-122.001,2200,5924,"1",29,13.1123150617508
3,1.5,1510,16200,7,1510,0,1970,0,47.3926,-122.167,1650,13950,"11",13,12.5245300130057
3,1,1620,5040,7,1120,500,1964,0,47.5263,-122.286,1790,6178,"9",16,12.7159007719611
3,2.25,1580,7941,7,1580,0,1986,0,47.2843,-122.357,1730,8051,"5",19,12.4171476641849
3,1.75,1260,15000,7,1260,0,1983,0,47.2737,-122.153,2400,21715,"3",9,12.2285970556088
3,2,2190,13673,9,2190,0,1994,0,47.3542,-122.098,2770,13804,"7",15,12.9761831820384
3,1.75,1230,13056,7,1230,0,1962,0,47.3171,-122.279,1690,15750,"5",21,12.072546967175
4,2.5,2030,7140,7,1400,630,1968,0,47.6244,-122.109,1800,7565,"3",20,13.229064793653
2,1,780,3475,5,780,0,1930,0,47.4944,-121.789,1210,6769,"6",25,12.5637505862994
2,1.5,1110,1200,8,1110,0,2000,0,47.6931,-122.342,1110,1363,"9",6,12.676079399771
3,2.5,2790,53143,9,2790,0,1991,0,47.7687,-122.036,2740,47916,"4",20,13.6109446192161
4,1.75,1660,10757,7,1000,660,1980,0,47.5071,-122.194,1880,8319,"3",27,12.8610012106691
4,1,3410,5000,8,2190,1220,1910,0,47.5807,-122.291,2550,5000,"5",8,13.8537702325448
4,2.25,2390,13002,8,2390,0,1987,0,47.3111,-122.35,2450,11200,"10",28,12.7656912906044
4,2.5,1850,5880,8,1850,0,1998,0,47.3322,-122.173,2370,6500,"7",29,12.5317763952713
6,2,2500,5200,8,1250,1250,1966,0,47.5517,-122.268,1800,5200,"2",19,12.9360362088485
3,1,1000,8320,6,1000,0,1951,0,47.7548,-122.316,1090,8450,"12",4,12.5947340251467
4,2,2450,5000,8,2200,250,1919,0,47.5619,-122.405,2360,6090,"8",5,13.7840209228641
4,1.75,1440,6144,6,720,720,1947,0,47.5257,-122.357,960,5160,"11",4,12.736374372701
3,2.25,1660,7003,7,1660,0,1996,0,47.3599,-122.188,1840,6680,"8",22,12.5059957400293
3,2.5,2510,4600,10,2510,0,2006,0,47.7051,-122.223,2560,7500,"10",1,13.9852541764329
4,2.5,3090,12511,10,3090,0,1998,0,47.5932,-121.983,3100,10882,"12",16,13.5670504807162
3,1,860,5185,6,860,0,1968,0,47.3634,-122.086,1120,5494,"4",8,12.196027360169
2,1,1220,28703,7,1220,0,1953,0,47.4952,-122.172,2740,6720,"5",8,12.7656912906044
3,1,1010,7680,7,1010,0,1967,0,47.732,-122.231,1320,7373,"12",1,12.7656912906044
4,2.25,2390,7350,8,2390,0,1990,0,47.2938,-122.348,2390,7350,"12",6,12.6729495165583
4,2.25,3340,8000,8,3340,0,1973,0,47.317,-122.385,2230,8000,"9",8,12.6475514065903
5,3.25,3620,4650,8,2790,830,2004,0,47.3552,-122.026,2850,4650,"10",18,12.8841087263479
5,2.25,4200,5800,9,2910,1290,1906,0,47.6284,-122.312,3060,5800,"6",13,14.1044425988799
5,2.75,3831,13800,9,3831,0,1959,1980,47.5919,-122.251,3850,36563,"6",24,14.8087627013449
3,1,1980,9540,7,1080,900,1949,0,47.7551,-122.353,1680,9529,"11",25,12.889172015486
4,1.75,1790,8372,8,1340,450,1976,0,47.6605,-122.189,2180,10500,"4",2,13.6035554321338
3,2,1580,7400,7,1050,530,1977,0,47.6715,-122.162,1560,7458,"7",22,13.0815434662152
6,1.75,2460,6000,7,1230,1230,1913,0,47.6721,-122.323,1560,4275,"9",9,13.1900238950353
5,2.75,2110,5120,7,1870,240,1947,1983,47.5294,-122.357,1580,5120,"2",13,12.959846800845
3,2.5,1470,1204,8,1470,0,2006,0,47.6998,-122.366,1460,1245,"8",1,12.9190249043637
4,2.5,3510,13100,10,3510,0,1966,0,47.5306,-122.227,3230,12745,"4",9,14.0426469273605
1,0.75,520,2885,6,520,0,1947,0,47.6886,-122.378,980,4241,"4",20,12.6443308022626
3,2.5,1950,7421,8,1950,0,1996,0,47.3842,-122.036,2200,4668,"11",3,12.5845125059021
2,1,770,9715,6,770,0,1942,0,47.4924,-122.312,1140,9715,"2",27,12.2876572408069
4,2.5,2250,6064,8,2250,0,2005,0,47.4956,-122.174,1520,7840,"1",27,12.8954652866195
3,3,4040,7200,9,3340,700,1930,0,47.6288,-122.284,3450,10800,"3",26,14.6264412186249
4,1.75,2360,6000,7,1280,1080,1955,0,47.6465,-122.357,1700,3460,"3",25,13.458837042596
4,2.5,2330,45860,9,2330,0,1989,0,47.5842,-121.992,2930,5020,"9",12,13.2793688356142
3,1,1720,8910,7,1720,0,1954,0,47.7736,-122.296,1870,8640,"10",8,12.8990973185864
3,1.75,1900,8540,6,950,950,1980,0,47.4868,-122.303,1370,10204,"6",13,12.3673450484364
3,1,1040,6800,6,1040,0,1951,0,47.492,-122.224,1430,6080,"7",15,12.2643462706242
3,2,2070,9195,8,1220,850,1982,0,47.6491,-122.061,2080,9551,"8",21,12.6443308022626
3,2,2070,9195,8,1220,850,1982,0,47.6491,-122.061,2080,9551,"12",16,13.197472705177
3,3,1550,1608,8,1280,270,2001,0,47.6042,-122.303,1940,1883,"12",5,12.8739045822051
3,2.5,2020,11935,9,2020,0,1976,0,47.632,-122.092,2410,12350,"12",1,13.235693848424
5,2.5,3320,9024,9,3320,0,1999,0,47.5865,-122.056,3320,7665,"9",16,13.5923682566493
4,3.25,4130,112521,11,4130,0,1978,0,47.6392,-122.165,3140,26147,"6",9,14.4573649704523
5,2,2030,9804,7,1110,920,1963,0,47.6297,-122.114,1930,7990,"10",27,13.0647363832095
3,1.75,1770,7875,7,1170,600,1958,0,47.606,-122.125,1670,8000,"9",23,13.1274524063027
4,3.25,3330,7809,9,3330,0,2004,0,47.5977,-121.976,3100,6465,"3",27,13.6291821845913
4,2.5,2260,9686,7,1520,740,1965,0,47.286,-122.218,1750,9916,"7",23,12.3236378796918
3,2.5,1950,6871,8,1950,0,1997,0,47.7603,-122.307,1950,7663,"6",18,12.8346839716157
3,2.5,2930,19900,9,2930,0,1983,0,47.7234,-122.066,3160,20492,"12",8,13.3770071461643
3,2.75,1960,2500,7,1410,550,1926,0,47.6744,-122.353,2040,5000,"5",23,13.3030185465453
4,2.5,2980,12534,9,2980,0,1996,0,47.3999,-122.211,2630,12534,"5",9,13.1519241213916
2,1,780,6685,5,780,0,1948,0,47.305,-122.215,880,6695,"5",28,11.8130374648005
3,2.5,1650,4218,8,1650,0,2000,0,47.5998,-122.016,1650,4559,"10",23,13.0919062317732
3,3.25,4030,12765,9,2800,1230,1975,0,47.6331,-122.166,2670,13447,"7",14,13.6989778653032
3,1,1010,10125,7,1010,0,1972,0,47.3423,-122.088,1230,10125,"4",8,12.2783979582618
