"V1","V6","V10","V12","V13","V14","V15","Class"
49,362,4,84,2,-1,0,"1"
30,305,13,75,1,105,3,"1"
46,1232,3,300,3,195,8,"1"
46,1375,30,170,7,-1,0,"1"
37,345,19,204,1,-1,0,"1"
52,1758,15,41,1,-1,0,"1"
32,1716,21,157,4,-1,0,"1"
57,5253,18,235,3,-1,0,"1"
48,-547,21,275,2,-1,0,"1"
32,517,5,528,1,-1,0,"1"
36,35,29,493,2,-1,0,"1"
55,29484,20,151,2,-1,0,"1"
30,236,16,197,1,-1,0,"1"
49,6493,17,180,1,-1,0,"1"
33,392,23,302,1,-1,0,"1"
50,-315,21,61,7,136,1,"1"
53,-252,24,223,2,-1,0,"1"
26,338,29,245,1,92,3,"1"
51,5610,19,69,2,-1,0,"1"
49,0,19,99,2,-1,0,"1"
38,-255,24,63,1,-1,0,"1"
42,156,15,7,4,371,5,"1"
31,1402,21,104,2,-1,0,"1"
31,24,27,352,2,-1,0,"1"
37,31,18,15,9,-1,0,"1"
30,101,19,85,2,-1,0,"1"
31,336,22,661,1,-1,0,"1"
72,0,28,359,1,-1,0,"1"
52,547,5,112,2,-1,0,"1"
37,12130,18,429,13,-1,0,"1"
33,1078,13,320,4,175,4,"1"
29,103,9,502,5,-1,0,"1"
60,3876,5,445,3,-1,0,"1"
40,919,14,103,2,-1,0,"1"
51,1990,31,251,5,-1,0,"1"
34,0,10,268,1,-1,0,"1"
54,-41,5,288,1,-1,0,"1"
36,6384,18,97,1,-1,0,"1"
38,1307,14,294,2,-1,0,"1"
45,185,29,249,3,-1,0,"1"
46,687,19,125,13,-1,0,"1"
49,470,18,79,1,-1,0,"1"
44,3433,2,548,8,-1,0,"1"
32,2692,18,99,2,-1,0,"1"
46,580,13,36,1,-1,0,"1"
32,320,6,198,2,-1,0,"1"
47,0,7,240,1,-1,0,"1"
45,143,5,201,1,-1,0,"1"
28,593,19,202,1,-1,0,"1"
30,79,5,528,2,196,1,"1"
50,207,4,99,1,-1,0,"1"
39,800,19,76,6,-1,0,"1"
31,5889,23,237,1,-1,0,"1"
32,59,9,202,2,-1,0,"1"
54,117,3,165,3,-1,0,"1"
34,443,30,10,1,2,1,"1"
35,1317,21,69,4,-1,0,"1"
41,542,11,64,2,347,1,"1"
28,-579,9,84,2,-1,0,"1"
58,1321,29,157,6,-1,0,"1"
42,275,5,408,2,-1,0,"1"
57,53,29,539,2,-1,0,"1"
42,732,20,33,1,339,1,"1"
42,-9,20,248,1,-1,0,"1"
59,474,13,139,3,-1,0,"1"
43,192,5,203,2,-1,0,"1"
30,1185,21,881,4,-1,0,"1"
33,1530,28,88,25,-1,0,"1"
35,0,11,371,1,305,1,"1"
38,-345,28,177,2,-1,0,"1"
67,708,11,96,2,-1,0,"1"
34,152,25,275,1,-1,0,"1"
55,139,22,256,2,-1,0,"1"
56,1454,30,479,1,-1,0,"1"
52,2901,17,223,2,-1,0,"1"
46,-216,28,404,3,-1,0,"1"
41,-217,11,313,1,349,3,"1"
40,1953,31,78,2,-1,0,"1"
57,753,21,730,8,-1,0,"1"
28,441,8,106,1,-1,0,"1"
31,217,19,501,4,-1,0,"1"
32,429,20,31,3,153,2,"1"
37,0,22,185,1,-1,0,"1"
28,2385,4,119,2,-1,0,"1"
40,819,13,50,3,-1,0,"1"
37,1120,30,103,5,-1,0,"1"
26,354,8,282,5,347,5,"1"
47,651,14,143,3,-1,0,"1"
46,0,22,65,2,-1,0,"1"
58,7554,9,167,1,469,1,"1"
35,548,18,457,11,-1,0,"1"
47,-407,27,46,1,-1,0,"1"
36,157,17,277,2,-1,0,"1"
36,107,31,134,2,-1,0,"1"
57,77,29,168,3,246,2,"1"
44,532,16,141,2,-1,0,"1"
33,3821,21,201,5,-1,0,"1"
39,5009,18,255,1,126,2,"1"
28,0,15,6,4,-1,0,"1"
31,1441,17,156,1,-1,0,"1"
28,1955,29,25,1,-1,0,"1"
28,649,25,481,3,-1,0,"1"
31,4028,25,139,5,-1,0,"1"
43,555,12,175,2,369,2,"1"
34,675,25,81,2,-1,0,"1"
32,3014,7,291,2,-1,0,"1"
39,3165,15,56,1,368,2,"1"
57,711,25,411,1,-1,0,"1"
53,0,20,520,2,-1,0,"1"
24,358,14,407,2,92,2,"1"
38,900,2,156,1,-1,0,"1"
39,0,13,6,7,175,4,"1"
57,0,30,200,2,-1,0,"1"
54,2037,2,96,1,-1,0,"1"
56,25290,31,81,12,-1,0,"1"
47,1060,6,83,3,-1,0,"1"
59,3831,30,87,4,-1,0,"1"
46,389,31,46,4,-1,0,"1"
24,53,28,226,1,-1,0,"1"
55,1854,30,34,2,-1,0,"1"
38,592,6,275,1,-1,0,"1"
27,1393,31,382,1,271,1,"1"
55,141,28,154,5,-1,0,"1"
58,5567,24,1869,1,-1,0,"1"
46,4023,7,131,2,-1,0,"1"
42,667,15,419,8,-1,0,"1"
31,-48,16,254,17,-1,0,"1"
47,109,22,268,1,-1,0,"1"
47,1095,18,171,1,110,2,"1"
34,899,9,627,2,141,7,"1"
36,406,14,123,2,-1,0,"1"
29,323,3,118,1,-1,0,"1"
51,505,7,130,1,-1,0,"1"
53,207,4,212,1,-1,0,"1"
45,3329,17,311,2,-1,0,"1"
25,0,18,342,1,-1,0,"1"
51,423,16,95,1,-1,0,"1"
27,411,27,123,1,-1,0,"1"
37,300,12,82,1,-1,0,"1"
45,0,14,195,2,-1,0,"1"
31,538,17,660,3,-1,0,"1"
57,234,23,169,2,-1,0,"1"
59,1021,14,89,2,-1,0,"1"
46,410,21,162,5,-1,0,"1"
54,66,12,246,2,-1,0,"1"
42,46,2,1013,1,-1,0,"1"
26,581,4,444,3,-1,0,"1"
40,-5,6,78,2,-1,0,"1"
46,1328,28,82,6,-1,0,"1"
56,575,20,18,2,-1,0,"1"
36,520,23,110,2,-1,0,"1"
32,3,23,108,3,-1,0,"1"
39,946,17,295,2,-1,0,"1"
41,881,8,75,2,-1,0,"1"
38,677,14,114,2,-1,0,"1"
30,69,21,300,1,-1,0,"1"
30,1223,30,112,5,-1,0,"1"
40,384,28,191,2,-1,0,"1"
33,2302,13,115,2,-1,0,"1"
52,199,28,978,2,189,1,"1"
39,83,30,69,6,-1,0,"1"
40,0,20,88,2,-1,0,"1"
40,-186,11,154,2,-1,0,"1"
54,473,13,112,1,-1,0,"1"
26,251,18,12,5,-1,0,"1"
57,486,5,180,2,-1,0,"1"
29,991,7,109,2,-1,0,"1"
30,-298,10,174,1,-1,0,"1"
50,306,19,37,1,-1,0,"1"
40,4384,5,315,1,-1,0,"1"
31,4105,30,264,1,-1,0,"1"
40,502,3,267,4,270,3,"1"
36,70,6,100,2,-1,0,"1"
41,30,23,1003,1,-1,0,"1"
47,-1854,12,388,2,-1,0,"1"
40,1207,22,105,3,-1,0,"1"
38,884,17,113,2,149,3,"1"
32,132,30,565,2,-1,0,"1"
57,1168,20,74,5,-1,0,"1"
31,0,14,229,3,-1,0,"1"
55,865,27,96,1,111,3,"1"
58,44,15,288,2,-1,0,"1"
35,3140,12,130,3,-1,0,"1"
31,1326,7,689,1,-1,0,"1"
77,2590,15,112,5,94,15,"1"
36,1597,21,137,1,-1,0,"1"
28,-31,19,257,1,-1,0,"1"
34,1,22,483,7,-1,0,"1"
31,6980,12,157,2,-1,0,"1"
45,137,9,274,2,-1,0,"1"
53,2398,3,108,1,92,1,"1"
36,966,8,135,2,91,13,"1"
35,204,30,110,3,189,1,"1"
45,1979,17,76,3,-1,0,"1"
39,49,20,379,4,-1,0,"1"
55,5443,5,264,2,-1,0,"1"
24,91,15,134,2,-1,0,"1"
43,918,6,193,1,-1,0,"1"
29,241,5,7,5,-1,0,"1"
40,0,15,431,2,-1,0,"1"
51,938,11,98,2,97,3,"1"
46,0,25,87,2,-1,0,"1"
44,8,28,531,1,-1,0,"1"
48,1741,18,40,1,-1,0,"1"
37,2469,7,232,1,-1,0,"1"
37,2079,14,299,1,360,2,"1"
45,4693,9,148,2,-1,0,"1"
42,151,5,227,3,-1,0,"1"
52,9687,29,936,1,-1,0,"1"
33,1925,2,76,2,-1,0,"1"
45,-55,29,78,3,197,1,"1"
48,-817,11,175,1,-1,0,"1"
47,232,5,166,2,285,1,"1"
41,1332,2,122,3,-1,0,"1"
36,580,10,633,1,-1,0,"1"
58,5278,4,763,4,-1,0,"1"
25,815,19,268,6,-1,0,"1"
31,-253,12,220,4,-1,0,"1"
48,306,17,314,2,-1,0,"1"
55,625,20,88,2,147,4,"1"
31,88,20,21,5,-1,0,"1"
50,1832,17,80,1,-1,0,"1"
28,115,21,66,13,-1,0,"1"
34,455,20,88,1,-1,0,"1"
36,265,2,88,1,273,1,"1"
55,17,19,129,4,-1,0,"1"
53,6839,19,77,1,-1,0,"1"
55,0,5,247,1,-1,0,"1"
52,2977,18,286,5,-1,0,"1"
30,-94,14,41,2,-1,0,"1"
51,313,8,378,1,-1,0,"1"
35,546,13,161,2,-1,0,"1"
29,16,16,605,6,-1,0,"1"
33,202,17,377,1,-1,0,"1"
60,1477,16,69,3,-1,0,"1"
60,61,23,197,2,-1,0,"1"
57,668,18,12,5,-1,0,"1"
39,-495,11,51,6,-1,0,"1"
34,35,7,88,2,-1,0,"1"
37,1045,4,106,1,79,3,"1"
34,297,26,63,4,-1,0,"1"
33,204,12,142,2,357,3,"1"
54,511,17,1201,3,-1,0,"1"
28,255,29,602,2,-1,0,"1"
50,8345,11,561,1,-1,0,"1"
55,818,4,185,2,247,3,"1"
26,-5,19,260,1,-1,0,"1"
66,2552,22,186,4,-1,0,"1"
57,5631,25,68,1,90,5,"1"
57,-64,24,147,1,-1,0,"1"
31,-538,6,521,1,-1,0,"1"
42,-813,18,36,4,-1,0,"1"
41,629,30,208,2,-1,0,"1"
75,962,17,344,1,-1,0,"1"
39,366,28,551,5,-1,0,"1"
50,0,18,551,1,-1,0,"1"
25,776,27,290,1,-1,0,"1"
32,1094,11,207,7,-1,0,"1"
43,1625,20,390,1,-1,0,"1"
35,331,17,116,3,-1,0,"1"
46,379,11,886,2,-1,0,"1"
50,480,20,99,5,-1,0,"1"
31,308,7,194,1,-1,0,"1"
33,1349,21,120,1,-1,0,"1"
31,1990,17,316,2,339,1,"1"
49,463,15,541,2,-1,0,"1"
57,1433,21,41,1,-1,0,"1"
37,523,18,257,2,-1,0,"1"
52,0,20,47,1,-1,0,"1"
47,2246,10,330,1,-1,0,"1"
40,0,6,121,2,-1,0,"1"
31,713,20,373,1,-1,0,"1"
57,249,5,164,1,-1,0,"1"
27,88,24,65,2,-1,0,"1"
54,2081,15,147,1,-1,0,"1"
46,-11,11,139,2,-1,0,"1"
31,2395,27,218,1,-1,0,"1"
46,966,19,40,2,-1,0,"1"
44,7541,1,55,2,82,1,"1"
47,318,21,83,1,-1,0,"1"
35,975,16,102,1,-1,0,"1"
42,2037,5,135,1,8,1,"1"
57,1640,6,204,4,-1,0,"1"
34,788,5,269,1,-1,0,"1"
35,18,11,111,10,-1,0,"1"
43,1630,29,153,3,-1,0,"1"
34,1057,27,176,10,-1,0,"1"
30,43,14,91,1,370,2,"1"
37,-483,19,70,3,-1,0,"1"
36,414,3,136,3,-1,0,"1"
39,892,2,26,1,-1,0,"1"
31,757,3,343,2,-1,0,"1"
53,206,5,145,1,-1,0,"1"
33,982,4,735,17,-1,0,"1"
30,-910,15,124,2,298,1,"1"
57,0,16,214,1,-1,0,"1"
43,175,7,54,1,-1,0,"1"
30,93,6,146,4,-1,0,"1"
53,3703,16,104,1,267,1,"1"
44,0,13,127,2,-1,0,"1"
34,673,20,120,1,-1,0,"1"
37,1403,10,91,15,-1,0,"1"
40,90,2,252,4,-1,0,"1"
47,3745,7,113,1,200,1,"1"
50,3304,20,218,1,-1,0,"1"
23,145,4,1519,1,-1,0,"1"
33,372,16,106,10,-1,0,"1"
46,834,11,196,2,-1,0,"1"
41,140,29,636,2,-1,0,"1"
44,148,6,211,1,-1,0,"1"
34,4659,30,28,1,-1,0,"1"
26,268,20,77,2,-1,0,"1"
41,2185,7,157,4,309,4,"1"
42,603,5,298,5,-1,0,"1"
34,0,25,141,3,-1,0,"1"
37,7622,6,111,1,-1,0,"1"
36,2347,21,5,3,-1,0,"1"
34,0,25,52,3,-1,0,"1"
45,9077,15,139,1,-1,0,"1"
40,60,20,325,2,-1,0,"1"
40,201,9,25,2,-1,0,"1"
52,3720,20,114,2,-1,0,"1"
29,57,7,461,1,-1,0,"1"
54,0,15,209,4,-1,0,"1"
28,-717,28,148,3,-1,0,"1"
39,292,12,394,1,-1,0,"1"
72,2850,16,131,2,241,1,"1"
50,29,7,83,4,266,20,"1"
30,447,19,426,2,189,6,"1"
48,584,14,51,1,-1,0,"1"
50,-470,19,130,2,160,1,"1"
36,-158,21,42,6,-1,0,"1"
45,1171,17,34,1,-1,0,"1"
39,401,11,112,2,-1,0,"1"
53,7598,23,27,7,-1,0,"1"
45,1201,30,652,2,-1,0,"1"
32,3083,22,271,2,-1,0,"1"
49,377,22,158,1,59,2,"1"
63,1849,1,109,2,-1,0,"1"
40,542,20,1816,1,-1,0,"1"
32,5167,26,10,18,-1,0,"1"
28,805,26,69,1,99,1,"1"
36,446,16,174,5,-1,0,"1"
33,215,28,144,1,-1,0,"1"
28,62,14,467,3,-1,0,"1"
39,0,25,93,2,-1,0,"1"
46,1723,26,102,3,192,4,"1"
43,348,15,88,3,-1,0,"1"
34,33,9,244,1,-1,0,"1"
42,2249,3,362,2,136,6,"1"
59,2467,20,972,2,-1,0,"1"
26,614,27,103,1,-1,0,"1"
58,2764,1,459,1,196,1,"1"
59,-47,27,84,4,-1,0,"1"
40,79,14,223,3,-1,0,"1"
38,1116,9,80,3,-1,0,"1"
27,1123,17,75,1,-1,0,"1"
53,2057,20,134,1,-1,0,"1"
48,1800,18,103,1,-1,0,"1"
44,20179,21,163,1,-1,0,"1"
43,705,3,80,4,-1,0,"1"
27,-179,15,54,2,-1,0,"1"
34,-106,27,237,1,-1,0,"1"
40,67,21,199,2,-1,0,"1"
59,1729,30,119,1,-1,0,"1"
53,6,27,233,2,-1,0,"1"
30,-174,7,113,1,-1,0,"1"
35,0,17,199,1,-1,0,"1"
31,199,11,127,2,461,4,"1"
31,178,15,415,1,360,5,"1"
55,1161,20,8,6,-1,0,"1"
33,-14,14,223,2,-1,0,"1"
23,710,19,374,6,-1,0,"1"
47,151,5,190,1,-1,0,"1"
26,697,18,253,2,-1,0,"1"
33,0,5,399,2,358,5,"1"
39,263,18,365,1,-1,0,"1"
32,0,28,386,3,-1,0,"1"
35,2,3,88,1,-1,0,"1"
47,5049,22,47,7,-1,0,"1"
32,458,23,125,2,-1,0,"1"
59,2291,14,127,3,-1,0,"1"
55,17,7,196,2,-1,0,"1"
31,203,19,177,1,-1,0,"1"
30,499,13,92,2,90,1,"1"
44,0,20,156,2,-1,0,"1"
23,210,20,507,1,-1,0,"1"
26,512,30,206,5,239,3,"1"
52,3429,17,516,1,-1,0,"1"
47,15,12,181,4,-1,0,"1"
36,7265,17,243,1,-1,0,"1"
63,588,19,143,2,-1,0,"1"
60,-14,20,121,3,-1,0,"1"
58,499,29,181,1,-1,0,"1"
50,235,11,71,2,-1,0,"1"
32,344,11,255,15,-1,0,"1"
35,126,16,472,1,-1,0,"1"
39,139,22,109,2,-1,0,"1"
30,732,17,358,2,-1,0,"1"
34,2825,12,198,1,-1,0,"1"
47,1797,7,62,4,-1,0,"1"
50,413,19,243,2,-1,0,"1"
31,775,20,207,1,308,2,"1"
44,134,12,78,5,-1,0,"1"
30,1,8,175,5,-1,0,"1"
43,664,17,119,1,-1,0,"1"
32,974,3,228,1,-1,0,"1"
31,124,28,411,3,-1,0,"1"
26,450,3,542,1,-1,0,"1"
26,3108,13,481,3,-1,0,"1"
31,23,21,116,1,-1,0,"1"
35,417,19,92,4,-1,0,"1"
52,2257,18,102,2,188,1,"1"
32,5,12,105,2,-1,0,"1"
36,109,12,200,2,370,2,"1"
45,107,19,129,11,-1,0,"1"
47,362,18,111,8,-1,0,"1"
38,-1,8,188,4,-1,0,"1"
29,111,14,208,1,-1,0,"1"
44,1548,21,62,6,-1,0,"1"
51,176,6,217,4,-1,0,"1"
46,130,20,95,2,-1,0,"1"
43,10910,15,66,2,-1,0,"1"
50,1687,19,205,5,-1,0,"1"
35,820,8,287,4,-1,0,"1"
63,415,7,323,1,-1,0,"1"
36,319,18,120,2,-1,0,"1"
39,-4,10,358,1,-1,0,"1"
34,-68,9,122,1,-1,0,"1"
40,400,9,317,1,-1,0,"1"
45,850,19,211,2,-1,0,"1"
50,-584,20,75,2,-1,0,"1"
49,816,17,76,1,260,7,"1"
57,490,18,70,5,-1,0,"1"
36,959,29,200,4,-1,0,"1"
50,5164,12,117,5,-1,0,"1"
25,53,13,331,2,-1,0,"1"
58,5087,19,135,1,-1,0,"1"
39,644,15,110,1,-1,0,"1"
31,-309,26,269,1,-1,0,"1"
38,1369,3,841,3,-1,0,"1"
37,0,16,46,1,-1,0,"1"
38,566,17,318,2,332,6,"1"
58,683,20,157,2,-1,0,"1"
47,434,12,111,4,-1,0,"1"
47,0,23,203,4,-1,0,"1"
33,1529,18,41,1,-1,0,"1"
27,77,16,143,1,-1,0,"1"
35,80,2,579,2,-1,0,"1"
35,2179,20,207,1,-1,0,"1"
49,1697,29,184,4,-1,0,"1"
44,206,14,78,1,365,1,"1"
46,176,29,131,1,-1,0,"1"
27,121,2,145,2,-1,0,"1"
48,117,16,635,1,-1,0,"1"
43,511,30,67,7,-1,0,"1"
51,135,25,105,4,-1,0,"1"
59,0,5,214,1,-1,0,"1"
61,50,19,216,2,-1,0,"1"
31,233,14,241,2,365,10,"1"
31,652,1,281,3,-1,0,"1"
41,4539,30,298,3,-1,0,"1"
33,250,7,277,1,-1,0,"1"
58,588,4,171,2,-1,0,"1"
36,2183,26,116,2,-1,0,"1"
32,-197,8,99,1,-1,0,"1"
32,1242,2,183,3,-1,0,"1"
41,10,8,196,2,172,2,"1"
34,-315,8,56,2,-1,0,"1"
27,3485,25,282,2,-1,0,"1"
55,-180,1,307,2,-1,0,"1"
27,5,18,182,1,-1,0,"1"
41,1232,5,217,1,-1,0,"1"
34,135,18,109,1,-1,0,"1"
59,3401,2,111,1,-1,0,"1"
33,3404,2,312,3,-1,0,"1"
48,164,12,139,2,-1,0,"1"
25,50,8,191,1,-1,0,"1"
38,1680,17,414,2,-1,0,"1"
35,147,5,358,1,337,3,"1"
51,2934,18,727,4,-1,0,"1"
41,201,4,69,1,1,1,"1"
33,2481,12,104,2,-1,0,"1"
33,0,11,237,2,-1,0,"1"
32,937,28,90,1,94,2,"1"
38,1230,6,266,2,-1,0,"1"
44,3959,21,187,1,-1,0,"1"
31,240,11,254,2,-1,0,"1"
43,-509,6,124,1,-1,0,"1"
59,202,7,173,1,-1,0,"1"
35,270,17,216,1,-1,0,"1"
59,1914,7,126,3,-1,0,"1"
51,385,11,39,2,-1,0,"1"
49,371,31,18,44,-1,0,"1"
31,24870,21,634,2,-1,0,"1"
41,1449,19,63,1,-1,0,"1"
40,0,6,225,1,-1,0,"1"
34,290,10,132,1,-1,0,"1"
26,155,29,291,1,244,4,"1"
41,-224,2,108,2,-1,0,"1"
47,124,29,14,15,-1,0,"1"
32,28,17,598,1,150,1,"1"
58,188,14,141,2,-1,0,"1"
58,1517,29,7,5,-1,0,"1"
43,246,25,113,6,-1,0,"1"
35,358,27,18,1,-1,0,"1"
34,1972,23,61,2,-1,0,"1"
38,0,7,196,2,-1,0,"1"
53,10,20,75,3,-1,0,"1"
52,6933,19,273,2,-1,0,"1"
45,976,2,176,4,-1,0,"1"
43,2501,9,582,2,161,4,"1"
43,1663,7,185,2,-1,0,"1"
38,1655,29,392,2,-1,0,"1"
49,-1547,27,492,3,-1,0,"1"
46,244,15,244,1,-1,0,"1"
29,16,12,197,3,-1,0,"1"
26,47,6,273,4,-1,0,"1"
32,12686,3,54,1,-1,0,"1"
45,144,13,299,4,-1,0,"1"
31,0,5,70,4,-1,0,"1"
33,-6,7,566,2,-1,0,"1"
32,18,26,52,1,-1,0,"1"
46,377,5,98,2,-1,0,"1"
42,145,26,174,2,-1,0,"1"
38,3057,11,133,1,-1,0,"1"
42,105,27,85,4,-1,0,"1"
37,5473,9,198,2,-1,0,"1"
27,598,18,309,2,-1,0,"1"
35,273,20,28,4,-1,0,"1"
37,2084,21,137,2,-1,0,"1"
53,599,13,322,3,-1,0,"1"
56,359,6,220,4,-1,0,"1"
27,276,16,218,2,-1,0,"1"
35,1476,18,209,12,-1,0,"1"
39,1654,21,151,1,-1,0,"1"
33,346,5,24,7,354,2,"1"
37,493,9,328,7,-1,0,"1"
30,3156,2,170,1,-1,0,"1"
30,3094,2,116,2,-1,0,"1"
54,1146,12,205,2,-1,0,"1"
50,1484,9,213,1,-1,0,"1"
41,140,6,311,3,-1,0,"1"
26,193,3,48,2,-1,0,"1"
40,1038,5,741,1,-1,0,"1"
31,2420,19,166,1,-1,0,"1"
55,0,30,111,2,-1,0,"1"
45,4022,29,244,3,-1,0,"1"
28,619,7,327,2,-1,0,"1"
43,469,17,181,4,-1,0,"1"
34,1087,1,7,1,-1,0,"1"
34,-506,29,19,16,-1,0,"1"
35,0,24,90,6,-1,0,"1"
30,1015,30,11,8,-1,0,"1"
34,239,5,6,1,-1,0,"1"
24,11,13,109,2,-1,0,"1"
36,531,17,187,2,-1,0,"1"
37,146,20,16,8,-1,0,"1"
39,10236,20,10,3,-1,0,"1"
36,112,15,83,2,-1,0,"1"
33,213,21,152,2,-1,0,"1"
35,-101,6,128,1,-1,0,"1"
44,279,17,85,1,339,6,"1"
36,145,18,450,2,304,2,"1"
42,2613,30,174,6,-1,0,"1"
45,66,5,808,2,-1,0,"1"
33,75,21,204,4,-1,0,"1"
21,61,8,141,1,-1,0,"1"
37,539,25,168,2,45,1,"1"
35,102,13,252,5,-1,0,"1"
50,8016,17,903,4,-1,0,"1"
33,892,21,316,1,-1,0,"1"
32,12686,20,176,1,170,1,"1"
60,3932,14,407,2,-1,0,"1"
34,1698,27,39,7,-1,0,"1"
65,0,10,465,1,-1,0,"1"
42,9916,21,306,1,-1,0,"1"
37,1379,23,319,3,-1,0,"1"
41,1065,29,553,1,-1,0,"1"
30,-570,31,12,22,-1,0,"1"
28,-95,13,200,1,-1,0,"1"
45,753,2,2870,2,-1,0,"1"
32,1780,3,238,6,-1,0,"1"
40,8379,12,52,6,-1,0,"1"
28,2,15,60,1,-1,0,"1"
43,433,4,45,1,-1,0,"1"
35,107,6,142,3,-1,0,"1"
31,171,27,81,3,-1,0,"1"
45,-687,18,92,2,-1,0,"1"
58,11494,4,220,7,-1,0,"1"
31,578,17,664,1,319,4,"1"
37,539,18,540,2,115,3,"1"
52,5122,7,218,7,-1,0,"1"
50,2190,17,269,1,-1,0,"1"
31,0,29,213,4,-1,0,"1"
58,37,28,236,2,-1,0,"1"
38,507,8,95,1,-1,0,"1"
54,210,18,178,1,-1,0,"1"
30,-224,24,79,3,-1,0,"1"
33,0,19,85,2,-1,0,"1"
46,538,17,118,3,-1,0,"1"
39,11766,14,313,4,102,5,"1"
57,0,28,1037,3,-1,0,"1"
52,-104,10,124,1,-1,0,"1"
28,38,23,31,1,-1,0,"1"
39,2258,31,255,2,-1,0,"1"
52,105,20,96,1,-1,0,"1"
46,583,30,135,3,-1,0,"1"
36,90,18,166,3,-1,0,"1"
49,0,21,218,1,-1,0,"1"
36,530,20,221,3,-1,0,"1"
58,16264,17,215,3,-1,0,"1"
55,512,28,70,1,-1,0,"1"
45,130,30,127,1,-1,0,"1"
34,409,20,104,4,-1,0,"1"
36,2278,23,152,2,-1,0,"1"
35,90,23,203,1,-1,0,"1"
57,104,27,86,5,-1,0,"1"
59,96,9,123,1,-1,0,"1"
37,95,5,415,2,272,2,"1"
37,876,23,213,4,-1,0,"1"
50,13931,18,132,1,-1,0,"1"
55,680,14,321,1,-1,0,"1"
30,292,7,381,1,335,5,"1"
33,574,20,334,2,-1,0,"1"
56,186,2,108,4,-1,0,"1"
31,10,5,167,1,-1,0,"1"
47,831,5,316,3,-1,0,"1"
31,-1,15,99,1,352,1,"1"
46,209,22,126,4,-1,0,"1"
34,246,3,81,5,-1,0,"1"
27,15,16,167,1,-1,0,"1"
26,8,23,95,1,-1,0,"1"
33,0,5,301,1,365,1,"1"
28,260,7,374,2,-1,0,"1"
40,1259,20,234,5,-1,0,"1"
24,758,15,129,1,-1,0,"1"
43,1532,11,61,2,-1,0,"1"
55,540,19,124,2,-1,0,"1"
40,269,27,97,4,-1,0,"1"
44,1818,12,120,1,104,1,"1"
57,93,9,82,2,-1,0,"1"
48,-6,29,362,2,-1,0,"1"
38,27,3,404,4,-1,0,"1"
51,1028,5,178,4,-1,0,"1"
41,0,12,125,4,-1,0,"1"
36,0,8,171,1,172,3,"1"
27,7,15,98,2,-1,0,"1"
35,-269,14,344,4,-1,0,"1"
32,0,28,558,1,-1,0,"1"
31,1410,21,42,1,-1,0,"1"
39,-119,5,104,2,-1,0,"1"
32,781,20,305,1,-1,0,"1"
50,917,16,107,2,-1,0,"1"
32,151,6,118,1,-1,0,"1"
58,0,11,273,2,-1,0,"1"
27,127,3,449,3,-1,0,"1"
30,62,3,678,2,252,1,"1"
39,610,20,241,2,-1,0,"1"
36,0,29,113,8,-1,0,"1"
33,-260,17,224,2,-1,0,"1"
53,436,29,154,1,-1,0,"1"
54,983,25,54,6,-1,0,"1"
31,310,17,334,2,240,2,"1"
46,5993,25,151,1,184,2,"1"
32,39,7,128,1,-1,0,"1"
42,1468,28,136,1,-1,0,"1"
54,42,12,192,2,-1,0,"1"
45,1214,2,150,2,189,2,"1"
26,198,5,161,1,-1,0,"1"
32,963,28,15,13,-1,0,"1"
31,849,19,94,1,-1,0,"1"
60,2479,15,157,1,-1,0,"1"
50,1293,8,82,1,-1,0,"1"
48,-18,8,11,1,-1,0,"1"
24,94,12,166,2,-1,0,"1"
33,10,23,72,5,-1,0,"1"
44,17,6,352,2,-1,0,"1"
37,2066,31,34,5,-1,0,"1"
39,283,18,346,1,179,3,"1"
47,2261,31,87,2,-1,0,"1"
24,525,16,253,1,332,1,"1"
51,492,20,142,3,-1,0,"1"
45,2,4,413,1,-1,0,"1"
52,1645,28,248,1,-1,0,"1"
42,-246,7,149,1,-1,0,"1"
25,-41,14,114,2,-1,0,"1"
42,0,2,854,1,-1,0,"1"
39,51,20,140,2,-1,0,"1"
28,805,12,116,5,170,2,"1"
67,694,7,250,1,-1,0,"1"
33,1467,20,85,2,-1,0,"1"
46,15120,21,27,3,108,3,"1"
51,113,15,71,3,-1,0,"1"
28,-9,9,175,5,-1,0,"1"
34,1863,28,143,1,-1,0,"1"
42,-350,30,149,1,-1,0,"1"
38,76,20,167,2,287,3,"1"
41,1278,19,532,1,-1,0,"1"
37,55,27,99,1,329,4,"1"
36,-280,17,6,1,-1,0,"1"
28,4287,30,171,1,-1,0,"1"
47,475,29,99,2,251,7,"1"
45,360,20,98,2,-1,0,"1"
58,760,29,85,7,-1,0,"1"
30,171,25,301,4,-1,0,"1"
32,381,2,347,2,-1,0,"1"
52,1141,12,22,5,-1,0,"1"
58,610,6,651,1,-1,0,"1"
30,0,22,78,2,-1,0,"1"
25,-187,27,275,4,-1,0,"1"
31,1222,20,186,3,-1,0,"1"
37,0,16,1150,1,-1,0,"1"
34,10,22,81,1,-1,0,"1"
31,241,12,211,5,-1,0,"1"
43,693,5,124,3,-1,0,"1"
47,1077,31,367,4,-1,0,"1"
42,981,17,276,1,-1,0,"1"
32,708,9,109,1,-1,0,"1"
45,-14,18,39,2,127,3,"1"
35,1256,20,26,29,-1,0,"1"
51,97,13,286,2,-1,0,"1"
43,2355,13,333,3,-1,0,"1"
39,1790,4,229,6,-1,0,"1"
31,242,9,106,4,-1,0,"1"
