"age","height_cm","weight_kg","release_clause_eur","club_joined","wage_eur"
34,183,83,1400000,1.4668992e+18,9.10509096125708
28,177,75,3400000,1.6097184e+18,8.8538082749772
29,185,81,3200000,1.6250976e+18,9.10509096125708
28,189,88,4300000,1.3576896e+18,10.4913019948302
27,173,72,4e+06,1.5619392e+18,8.98732181285012
26,175,79,4500000,1.4658624e+18,10.3417747410115
26,190,86,3900000,1.6250976e+18,9.74102744483773
27,181,74,5700000,1.4832288e+18,6.39859493453521
31,183,67,2400000,1.6292448e+18,8.00670084544037
28,182,74,3800000,1.4357088e+18,9.7981825908907
28,194,90,3600000,1.5304032e+18,9.95232533461943
29,188,77,4e+06,1.6250976e+18,9.30574145673944
28,186,84,3700000,1.4673312e+18,9.7981825908907
24,180,67,5400000,1.6106688e+18,9.30574145673944
28,188,73,3800000,1.5994368e+18,8.98732181285012
31,178,74,3600000,1.4988672e+18,9.61587214452889
28,194,90,3200000,1.4357088e+18,9.68040649926888
26,173,71,4400000,1.5778368e+18,8.8538082749772
26,174,70,7100000,1.601856e+18,6.90875477931522
26,188,70,4400000,1.4219712e+18,9.90353755128617
28,177,69,3600000,1.5991776e+18,9.10509096125708
26,185,72,4700000,1.601856e+18,9.7981825908907
27,188,84,4500000,1.630368e+18,9.39274525863144
28,183,83,2700000,1.6101504e+18,9.10509096125708
27,175,68,4300000,1.6250976e+18,9.54688403461792
33,180,69,2600000,1.4713056e+18,9.85224688834253
26,176,75,4900000,1.5640992e+18,9.85224688834253
27,188,76,5300000,1.3385088e+18,10.2036291813376
31,178,69,3600000,1.5990048e+18,9.54688403461792
26,184,80,4800000,1.5022368e+18,10.4042931430198
27,168,67,3900000,1.5278112e+18,10.3735224312936
29,174,72,3100000,1.6266528e+18,8.98732181285012
31,187,86,2900000,1.5304032e+18,9.7981825908907
29,178,81,4100000,1.6250976e+18,9.99884318585288
30,188,82,3300000,1.5794784e+18,8.8538082749772
28,173,71,4600000,1.5729984e+18,9.7981825908907
26,184,80,6100000,1.6250976e+18,6.62140565176413
34,191,86,2200000,1.6120512e+18,9.39274525863144
26,171,64,3900000,1.5994368e+18,9.95232533461943
26,178,74,4400000,1.5304032e+18,9.30574145673944
33,174,74,1900000,1.5795648e+18,9.39274525863144
26,175,66,5200000,1.5964128e+18,9.30574145673944
26,186,76,4200000,1.6250976e+18,9.21044036697652
31,186,84,2400000,1.4686272e+18,8.69968140098951
29,188,87,3800000,1.6250976e+18,8.98732181285012
29,188,81,2500000,1.6263072e+18,8.5173931714189
28,175,70,4100000,1.6291584e+18,9.21044036697652
25,184,79,5300000,1.6250976e+18,9.90353755128617
27,170,64,3800000,1.5179616e+18,8.8538082749772
29,175,73,3500000,1.3618368e+18,8.8538082749772
27,180,79,3200000,1.5607296e+18,9.30574145673944
26,187,83,3600000,1.5619392e+18,9.10509096125708
27,183,77,3600000,1.6043616e+18,9.10509096125708
26,183,72,6100000,1.5299712e+18,9.85224688834253
28,170,80,3900000,1.6094592e+18,9.30574145673944
27,190,85,3500000,1.4809824e+18,10.1658902778025
31,180,70,3900000,1.6094592e+18,8.69968140098951
27,180,74,3600000,1.5316128e+18,8.69968140098951
26,188,86,3800000,1.5304032e+18,9.47278155656217
34,179,75,1e+06,1.6136928e+18,8.29429960885724
27,186,73,3700000,1.6172352e+18,9.30574145673944
26,182,72,4900000,1.4726016e+18,9.39274525863144
29,172,67,3100000,1.5323904e+18,7.60140233458373
34,182,75,1700000,1.5790464e+18,6.74641212857337
27,171,64,4800000,1.6094592e+18,9.54688403461792
31,178,70,2700000,1.5469056e+18,8.00670084544037
36,175,79,735000,1.4980032e+18,7.60140233458373
26,180,75,3900000,1.6130016e+18,9.21044036697652
29,171,65,5100000,1.596672e+18,6.55250788703459
34,190,88,580000,1.6118784e+18,9.10509096125708
31,176,79,2900000,1.5647904e+18,9.47278155656217
34,186,79,1100000,1.6250976e+18,9.39274525863144
33,186,75,2500000,1.5792192e+18,9.74102744483773
35,179,75,1400000,1.58112e+18,9.10509096125708
34,184,86,1200000,1.6231968e+18,9.21044036697652
34,192,86,1100000,1.5780096e+18,9.21044036697652
30,183,80,3e+06,1.6272576e+18,9.21044036697652
27,175,70,4900000,1.6118784e+18,9.85224688834253
28,186,81,4800000,1.3094784e+18,9.7981825908907
27,180,75,4100000,1.5304032e+18,9.68040649926888
30,178,70,4200000,1.626048e+18,9.21044036697652
25,182,80,6700000,1.6250976e+18,6.47850964220857
25,187,90,5300000,1.5671232e+18,9.68040649926888
34,182,80,1700000,1.6180128e+18,6.74641212857337
35,182,75,1700000,1.5341184e+18,8.5173931714189
27,172,68,3200000,1.6250976e+18,9.39274525863144
25,196,77,5400000,1.6244064e+18,9.74102744483773
26,180,72,4600000,1.5971904e+18,9.61587214452889
30,180,73,3600000,1.610928e+18,9.68040649926888
26,170,70,4600000,1.6121376e+18,9.10509096125708
30,170,65,5100000,1.6006464e+18,6.74641212857337
27,173,63,5e+06,1.6288128e+18,9.39274525863144
27,176,74,4400000,1.5778368e+18,9.21044036697652
27,188,85,3300000,1.6250976e+18,9.61587214452889
28,185,79,2900000,1.5786144e+18,7.60140233458373
26,188,76,5500000,1.5958944e+18,9.85224688834253
26,178,78,4400000,1.6278624e+18,8.8538082749772
25,175,73,7100000,1.6097184e+18,6.90875477931522
32,189,86,2500000,1.6034976e+18,9.54688403461792
28,171,75,3400000,1.630368e+18,9.7981825908907
27,183,77,5900000,1.4988672e+18,9.68040649926888
26,189,82,4500000,1.6271712e+18,8.8538082749772
27,195,81,5200000,1.5622848e+18,9.47278155656217
30,190,84,4200000,1.4998176e+18,9.85224688834253
26,191,88,4800000,1.5978816e+18,8.69968140098951
25,189,88,4e+06,1.597104e+18,8.8538082749772
26,180,69,5300000,1.5631488e+18,9.61587214452889
25,193,77,5500000,1.630368e+18,6.47850964220857
24,177,76,6800000,1.4369184e+18,9.95232533461943
27,170,66,6e+06,1.6261344e+18,6.74641212857337
26,180,76,5200000,1.5991776e+18,9.10509096125708
25,184,83,6400000,1.5658272e+18,9.30574145673944
26,188,75,4400000,1.5935616e+18,8.8538082749772
28,173,71,3200000,1.6137792e+18,9.30574145673944
25,178,62,6300000,1.562544e+18,9.95232533461943
28,173,61,3600000,1.4041728e+18,10.1266711030504
30,185,82,3e+06,1.3865472e+18,8.69968140098951
24,176,70,6700000,1.5671232e+18,8.8538082749772
27,185,75,4e+06,1.4370912e+18,9.68040649926888
26,175,71,4700000,1.5162336e+18,9.85224688834253
26,173,71,5300000,1.5620256e+18,9.68040649926888
27,182,78,4900000,1.3911264e+18,9.85224688834253
24,178,75,5400000,1.5804288e+18,8.69968140098951
26,185,78,2900000,1.3885344e+18,8.5173931714189
26,176,71,4600000,1.4357088e+18,9.85224688834253
27,176,72,3900000,1.503792e+18,9.39274525863144
31,173,70,2900000,1.2965184e+18,9.39274525863144
25,187,86,4e+06,1.6288992e+18,8.5173931714189
26,180,65,6400000,1.5637536e+18,9.30574145673944
24,184,75,7200000,1.5004224e+18,9.21044036697652
28,193,92,3200000,1.5619392e+18,9.74102744483773
27,185,78,3400000,1.4988672e+18,9.10509096125708
30,189,85,3600000,1.630368e+18,9.68040649926888
27,176,62,3300000,1.3885344e+18,8.69968140098951
23,175,69,6300000,1.5265152e+18,9.85224688834253
24,184,78,4500000,1.6244064e+18,8.00670084544037
30,173,72,2600000,1.5466464e+18,8.8538082749772
29,175,70,4600000,1.6116192e+18,10.1658902778025
24,182,78,6e+06,1.5005088e+18,9.61587214452889
30,180,83,4200000,1.6102368e+18,6.74641212857337
24,170,69,4900000,1.5971904e+18,9.10509096125708
28,171,68,4800000,1.562976e+18,9.39274525863144
26,185,79,4900000,1.4041728e+18,8.69968140098951
25,195,74,6100000,1.5989184e+18,9.39274525863144
28,169,70,4100000,1.6258752e+18,9.7981825908907
26,185,71,3600000,1.4706144e+18,9.54688403461792
32,170,73,2700000,1.625616e+18,9.10509096125708
32,182,77,2700000,1.5619392e+18,8.69968140098951
27,183,75,5200000,1.6263072e+18,8.98732181285012
26,179,68,4900000,1.6250976e+18,9.90353755128617
32,175,70,3400000,1.6019424e+18,6.80350525760834
26,186,80,4900000,1.4996448e+18,9.30574145673944
25,183,75,6300000,1.56384e+18,10.1658902778025
29,188,81,2900000,1.518048e+18,8.5173931714189
24,175,66,7100000,1.4858208e+18,10.3089859934221
31,177,71,2600000,1.579824e+18,9.39274525863144
28,181,69,3600000,1.4988672e+18,9.99884318585288
26,173,68,5200000,1.5304032e+18,9.7981825908907
24,191,77,5400000,1.5778368e+18,8.69968140098951
29,182,77,4100000,1.562976e+18,10.463131911492
24,179,74,6200000,1.603152e+18,8.5173931714189
23,194,78,10300000,1.564704e+18,9.10509096125708
24,182,84,4300000,1.6254432e+18,9.39274525863144
31,180,79,3400000,1.5794784e+18,9.39274525863144
27,184,84,6100000,1.6294176e+18,9.7981825908907
26,182,80,4200000,1.4988672e+18,9.68040649926888
26,188,70,3900000,1.59408e+18,9.30574145673944
27,178,70,5900000,1.5967584e+18,9.10509096125708
27,189,85,3900000,1.579824e+18,8.98732181285012
28,176,83,4200000,1.6103232e+18,9.47278155656217
23,173,67,6700000,1.5325632e+18,10.1266711030504
23,182,70,7800000,1.60272e+18,10.2750855911327
26,189,78,5300000,1.5619392e+18,9.7981825908907
25,173,72,5900000,1.6028064e+18,9.7981825908907
29,187,74,3700000,1.5976224e+18,9.30574145673944
25,196,92,3900000,1.5304032e+18,9.99884318585288
25,183,72,5800000,1.630368e+18,9.39274525863144
32,170,65,2700000,1.6098048e+18,8.00670084544037
25,181,75,4400000,1.6250976e+18,9.30574145673944
29,187,86,2700000,1.562544e+18,7.60140233458373
30,185,80,2900000,1.6261344e+18,9.21044036697652
33,170,70,2300000,1.6250976e+18,9.47278155656217
28,183,80,3e+06,1.532304e+18,9.47278155656217
30,201,90,3300000,1.5985728e+18,8.98732181285012
30,185,83,4200000,1.5619392e+18,6.74641212857337
25,190,87,5200000,1.6250976e+18,9.47278155656217
25,178,74,4900000,1.5666048e+18,9.47278155656217
25,175,70,4400000,1.601856e+18,9.54688403461792
26,178,75,3700000,1.6268256e+18,8.98732181285012
32,184,89,2600000,1.5585696e+18,6.62140565176413
27,185,82,5200000,1.562544e+18,9.47278155656217
23,194,82,7e+06,1.5610752e+18,10.0858507751287
24,182,81,7400000,1.4292288e+18,9.10509096125708
26,184,81,5400000,1.4988672e+18,9.95232533461943
26,185,77,5300000,1.5982272e+18,9.7981825908907
23,180,85,5800000,1.4988672e+18,9.30574145673944
27,186,80,4100000,1.562544e+18,9.10509096125708
24,190,83,7100000,1.5996096e+18,10.2036291813376
23,178,70,10500000,1.4357088e+18,10.0858507751287
28,173,72,4400000,1.3094784e+18,9.68040649926888
28,178,72,3100000,1.6282944e+18,9.10509096125708
27,178,65,3700000,1.5619392e+18,10.2750855911327
24,173,68,5700000,1.6269984e+18,8.98732181285012
30,187,82,3e+06,1.610928e+18,9.21044036697652
31,177,74,3800000,1.5463872e+18,9.54688403461792
27,174,75,4100000,1.5304032e+18,8.8538082749772
28,177,74,4e+06,1.6008192e+18,9.47278155656217
28,186,84,3700000,1.6285536e+18,9.21044036697652
23,193,76,10300000,1.6028064e+18,10.5966597327836
31,172,66,3800000,1.5626304e+18,9.47278155656217
26,196,85,3800000,1.5147648e+18,6.90875477931522
27,196,87,4400000,1.5929568e+18,9.21044036697652
26,186,80,4400000,1.4357088e+18,8.98732181285012
27,172,69,3600000,1.5792192e+18,8.8538082749772
24,177,73,8900000,1.5488928e+18,10.2036291813376
23,193,91,7300000,1.6262208e+18,9.30574145673944
24,181,84,6200000,1.5619392e+18,9.54688403461792
37,188,77,450000,1.6254432e+18,9.30574145673944
25,178,69,4300000,1.6254432e+18,9.95232533461943
25,180,79,3600000,1.6257024e+18,9.7981825908907
29,178,78,4e+06,1.6257024e+18,9.85224688834253
29,181,82,3800000,1.625616e+18,9.68040649926888
29,186,79,3800000,1.6288128e+18,10.0858507751287
29,170,68,3800000,1.625616e+18,10.0858507751287
21,178,70,5300000,1.625616e+18,9.10509096125708
25,177,70,4900000,1.6250112e+18,9.21044036697652
21,180,76,5300000,1.6257024e+18,9.54688403461792
25,187,82,4700000,1.6254432e+18,10.1266711030504
25,172,67,4900000,1.6250112e+18,9.30574145673944
25,188,85,3600000,1.6288128e+18,9.7981825908907
21,188,79,4600000,1.6257024e+18,8.98732181285012
25,180,75,4100000,1.6254432e+18,9.95232533461943
29,175,69,4e+06,1.6257024e+18,9.7981825908907
25,183,80,4600000,1.6250112e+18,9.10509096125708
29,177,76,4400000,1.6257024e+18,9.47278155656217
37,174,74,1400000,1.625616e+18,9.85224688834253
29,183,79,3800000,1.6254432e+18,9.39274525863144
21,180,77,4600000,1.6257024e+18,9.39274525863144
25,174,70,4900000,1.6257024e+18,10.0858507751287
25,173,64,4900000,1.6250112e+18,9.21044036697652
25,176,76,4400000,1.625616e+18,9.7981825908907
37,175,75,1500000,1.625616e+18,9.74102744483773
21,178,75,4800000,1.6257024e+18,9.30574145673944
29,180,79,3800000,1.6250112e+18,9.21044036697652
25,182,78,4400000,1.625616e+18,9.10509096125708
21,180,69,5300000,1.6257024e+18,9.54688403461792
29,183,74,4400000,1.6257024e+18,9.90353755128617
25,170,67,4900000,1.625616e+18,9.68040649926888
29,176,70,4400000,1.6257024e+18,10.2399955028053
25,181,74,4900000,1.6257024e+18,9.74102744483773
29,180,92,4400000,1.6257024e+18,9.95232533461943
29,178,76,4400000,1.6257024e+18,10.2399955028053
29,175,70,4400000,1.6257024e+18,10.043292972227
25,172,67,4900000,1.6254432e+18,9.47278155656217
21,174,69,5300000,1.6254432e+18,9.30574145673944
33,188,83,1400000,1.625616e+18,9.10509096125708
25,175,75,4400000,1.625616e+18,9.61587214452889
26,175,67,5100000,1.5964992e+18,10.043292972227
28,181,77,5e+06,1.5482016e+18,9.47278155656217
24,187,83,10300000,1.6298496e+18,10.2036291813376
24,190,90,7100000,1.4357088e+18,10.1658902778025
26,178,77,5100000,1.484784e+18,6.62140565176413
25,177,70,6600000,1.6266528e+18,6.68586094706836
27,184,79,6100000,1.6030656e+18,6.55250788703459
28,186,81,4800000,1.5652224e+18,9.7981825908907
28,174,70,3200000,1.562112e+18,9.30574145673944
23,193,90,8100000,1.5304032e+18,9.61587214452889
25,173,72,4600000,1.6142976e+18,9.39274525863144
24,175,68,6400000,1.5797376e+18,8.69968140098951
24,174,75,8400000,1.4357088e+18,9.54688403461792
25,173,71,5200000,1.6258752e+18,9.10509096125708
24,172,65,5500000,1.5619392e+18,8.8538082749772
24,186,77,5800000,1.4988672e+18,9.61587214452889
24,180,74,5200000,1.5639264e+18,8.69968140098951
28,178,79,4100000,1.6302816e+18,10.3089859934221
23,193,87,6800000,1.6250976e+18,9.74102744483773
29,183,78,3800000,1.6258752e+18,9.39274525863144
27,170,62,4400000,1.5278112e+18,10.0858507751287
29,172,64,3500000,1.562112e+18,9.47278155656217
27,187,79,3800000,1.6250976e+18,9.39274525863144
23,190,83,7500000,1.5306624e+18,9.21044036697652
30,180,77,3500000,1.5967584e+18,9.39274525863144
28,182,76,2900000,1.580688e+18,9.10509096125708
25,181,73,4100000,1.4525568e+18,8.8538082749772
31,185,80,3500000,1.4690592e+18,9.85224688834253
24,167,64,5700000,1.5935616e+18,9.61587214452889
27,178,72,3e+06,1.578096e+18,9.10509096125708
23,191,75,10300000,1.5481152e+18,9.85224688834253
29,183,75,2600000,1.3885344e+18,9.10509096125708
25,182,75,5e+06,1.5632352e+18,9.39274525863144
26,178,72,4400000,1.5024096e+18,8.69968140098951
28,192,77,5200000,1.598832e+18,8.5173931714189
25,179,71,6400000,1.6103232e+18,6.80350525760834
28,182,74,3600000,1.6121376e+18,9.7981825908907
25,185,82,6500000,1.4697504e+18,9.99884318585288
22,177,74,5100000,1.4594688e+18,8.29429960885724
22,182,80,8300000,1.5620256e+18,9.21044036697652
26,178,69,3700000,1.6257888e+18,9.30574145673944
29,170,67,4e+06,1.6288128e+18,9.74102744483773
21,183,79,4600000,1.6250112e+18,8.8538082749772
25,170,67,4900000,1.625616e+18,9.21044036697652
29,185,78,3400000,1.5778368e+18,6.21660610108486
23,175,70,11500000,1.566e+18,8.69968140098951
23,183,63,10300000,1.464048e+18,10.0858507751287
23,193,79,9900000,1.5994368e+18,8.8538082749772
25,178,74,6400000,1.6266528e+18,9.39274525863144
23,183,75,6300000,1.6281216e+18,9.61587214452889
30,180,72,3800000,1.5622848e+18,9.47278155656217
27,184,81,3500000,1.594944e+18,9.39274525863144
23,184,79,5700000,1.4673312e+18,9.30574145673944
26,190,79,5300000,1.6267392e+18,10.043292972227
26,191,83,4900000,1.5298848e+18,9.61587214452889
23,188,75,6800000,1.4673312e+18,9.54688403461792
25,176,68,4700000,1.59408e+18,9.10509096125708
22,181,77,8400000,1.5484608e+18,9.74102744483773
28,170,65,4900000,1.61136e+18,9.10509096125708
25,181,81,4900000,1.530576e+18,9.39274525863144
25,188,83,7300000,1.5602112e+18,9.68040649926888
28,188,85,4600000,1.56168e+18,9.47278155656217
27,193,82,5500000,1.6250976e+18,6.90875477931522
24,182,71,6200000,1.5619392e+18,9.39274525863144
25,170,61,5100000,1.600992e+18,8.5173931714189
24,186,80,10400000,1.4673312e+18,9.39274525863144
23,177,68,5800000,1.5205536e+18,8.5173931714189
25,178,70,4700000,1.6280352e+18,8.8538082749772
23,180,78,8800000,1.4673312e+18,8.8538082749772
26,186,79,5900000,1.6250976e+18,9.21044036697652
23,188,68,6800000,1.5662592e+18,8.5173931714189
24,182,70,5500000,1.6266528e+18,9.90353755128617
27,171,67,5600000,1.6292448e+18,9.74102744483773
23,180,65,9900000,1.4356224e+18,10.043292972227
22,178,72,10500000,1.5597792e+18,9.30574145673944
26,188,82,5300000,1.5673824e+18,9.85224688834253
27,180,74,6100000,1.6263072e+18,6.74641212857337
24,175,70,7700000,1.4859936e+18,9.10509096125708
22,176,72,6800000,1.4872896e+18,9.10509096125708
23,182,74,8500000,1.4357088e+18,10.1266711030504
23,173,65,9900000,1.5947712e+18,9.61587214452889
23,182,72,7500000,1.5015456e+18,9.39274525863144
23,182,72,5e+06,1.5619392e+18,9.47278155656217
24,182,75,6700000,1.5994368e+18,8.8538082749772
26,185,74,5200000,1.5997824e+18,9.21044036697652
28,185,81,5500000,1.5041376e+18,6.68586094706836
27,181,74,3900000,1.4673312e+18,9.7981825908907
27,190,83,4e+06,1.5784416e+18,9.54688403461792
24,178,71,5900000,1.4331168e+18,10.1266711030504
22,178,72,10800000,1.4988672e+18,9.54688403461792
31,177,71,4400000,1.5801696e+18,6.62140565176413
27,195,91,4300000,1.5960672e+18,10.1658902778025
26,193,90,4700000,1.4721696e+18,9.21044036697652
22,185,84,6300000,1.5984864e+18,9.10509096125708
28,187,83,3500000,1.6136064e+18,9.30574145673944
24,184,78,8500000,1.6002144e+18,9.47278155656217
26,175,62,5800000,1.6244928e+18,9.39274525863144
23,172,72,8900000,1.4401152e+18,6.74641212857337
31,174,62,3600000,1.6000416e+18,8.69968140098951
21,188,75,10500000,1.5639264e+18,9.68040649926888
29,185,88,4400000,1.4988672e+18,6.68586094706836
26,175,70,5400000,1.5640992e+18,10.2750855911327
26,180,70,4400000,1.5989184e+18,9.47278155656217
31,197,92,2600000,1.502064e+18,6.62140565176413
23,187,74,6800000,1.6250976e+18,9.61587214452889
28,181,82,3600000,1.5989184e+18,9.39274525863144
22,182,78,10500000,1.6281216e+18,9.7981825908907
25,185,79,4900000,1.562112e+18,9.10509096125708
21,188,82,7500000,1.4988672e+18,8.8538082749772
24,185,75,8400000,1.4491008e+18,9.95232533461943
25,172,70,5500000,1.6293312e+18,8.98732181285012
31,185,85,4400000,1.6105824e+18,6.90875477931522
32,167,68,4200000,1.3889664e+18,6.85751406254539
22,190,82,7200000,1.4673312e+18,9.61587214452889
23,178,68,8500000,1.5091488e+18,9.30574145673944
27,175,66,4700000,1.5602976e+18,9.30574145673944
23,173,67,6300000,1.6094592e+18,10.0858507751287
26,185,78,5600000,1.4672448e+18,8.98732181285012
25,176,72,4e+06,1.515888e+18,8.29429960885724
33,184,74,2e+06,1.5787008e+18,9.10509096125708
20,184,81,8100000,1.5985728e+18,8.98732181285012
24,184,73,5e+06,1.6147296e+18,9.21044036697652
22,189,84,8200000,1.5780096e+18,9.30574145673944
29,174,75,2900000,1.6115328e+18,8.5173931714189
21,179,67,8500000,1.5778368e+18,8.69968140098951
29,169,64,5100000,1.5286752e+18,6.74641212857337
29,185,81,3100000,1.630368e+18,8.98732181285012
24,189,84,5600000,1.5304032e+18,9.61587214452889
24,184,73,8e+06,1.4364864e+18,6.47850964220857
24,194,86,11300000,1.6257024e+18,8.8538082749772
21,188,77,7500000,1.5304032e+18,9.61587214452889
25,180,79,5100000,1.6244928e+18,9.61587214452889
23,180,78,1.2e+07,1.5463008e+18,6.80350525760834
20,180,68,9500000,1.5925248e+18,9.39274525863144
25,173,65,5200000,1.5329952e+18,9.61587214452889
29,177,73,3600000,1.5791328e+18,9.21044036697652
22,179,73,8500000,1.532304e+18,9.21044036697652
24,188,79,8800000,1.5935616e+18,8.8538082749772
21,174,67,1e+07,1.5304032e+18,9.47278155656217
20,195,88,9200000,1.5304032e+18,9.54688403461792
21,169,69,9100000,1.5820704e+18,8.5173931714189
23,176,65,7500000,1.4357088e+18,6.47850964220857
23,173,70,11500000,1.5994368e+18,9.30574145673944
21,168,61,9400000,1.543536e+18,9.10509096125708
21,167,69,1.2e+07,1.6250976e+18,9.21044036697652
24,172,67,7e+06,1.6227648e+18,10.2036291813376
20,183,80,11500000,1.6250976e+18,6.47850964220857
21,185,81,9300000,1.5488928e+18,9.47278155656217
24,193,78,10100000,1.5308352e+18,9.47278155656217
24,177,70,8500000,1.5650496e+18,8.98732181285012
20,175,66,10300000,1.5554592e+18,10.4042931430198
21,188,81,10300000,1.5304032e+18,9.54688403461792
19,198,91,6700000,1.5278112e+18,6.21660610108486
24,182,73,4700000,1.5778368e+18,7.60140233458373
29,173,72,3200000,1.5995232e+18,9.39274525863144
32,175,70,2600000,1.6237152e+18,9.30574145673944
26,172,70,5800000,1.560384e+18,9.54688403461792
25,179,74,5400000,1.5619392e+18,9.61587214452889
29,187,80,5100000,1.5620256e+18,6.74641212857337
27,181,78,3800000,1.6141248e+18,8.69968140098951
29,192,86,3400000,1.5961536e+18,8.98732181285012
32,194,87,2600000,1.5619392e+18,6.62140565176413
24,174,68,7500000,1.5619392e+18,6.80350525760834
20,167,65,11500000,1.5619392e+18,8.5173931714189
24,181,72,4700000,1.5619392e+18,9.10509096125708
24,179,78,8900000,1.4357088e+18,9.68040649926888
21,187,76,10600000,1.5601248e+18,8.69968140098951
22,172,64,9400000,1.625616e+18,9.30574145673944
28,170,62,3200000,1.5679872e+18,9.39274525863144
29,187,76,3100000,1.6158528e+18,7.60140233458373
20,182,77,12100000,1.6284672e+18,8.8538082749772
29,185,78,4900000,1.5165792e+18,6.74641212857337
24,190,84,6500000,1.5674688e+18,6.39859493453521
24,174,69,6e+06,1.62648e+18,9.30574145673944
20,173,65,10300000,1.6276896e+18,9.54688403461792
19,174,69,11600000,1.6263936e+18,9.85224688834253
21,171,69,12900000,1.5778368e+18,6.62140565176413
18,173,73,9400000,1.5829344e+18,8.5173931714189
20,184,79,14400000,1.5473376e+18,8.98732181285012
21,170,63,15800000,1.5619392e+18,8.8538082749772
19,170,63,10500000,1.6250976e+18,9.68040649926888
20,184,74,10100000,1.5673824e+18,10.1266711030504
25,175,68,5400000,1.629504e+18,10.3089859934221
22,175,70,1.1e+07,1.596672e+18,6.47850964220857
24,180,67,8400000,1.4364864e+18,6.39859493453521
22,190,85,8800000,1.5983136e+18,10.043292972227
21,187,78,7800000,1.5989184e+18,9.10509096125708
22,175,76,11500000,1.5619392e+18,9.68040649926888
20,187,75,9500000,1.6287264e+18,9.54688403461792
18,186,81,1.1e+07,1.5619392e+18,6.21660610108486
24,185,76,5600000,1.6285536e+18,10.1266711030504
21,188,78,9300000,1.6276896e+18,9.90353755128617
20,190,78,9700000,1.5619392e+18,9.30574145673944
26,189,79,6300000,1.5633216e+18,6.55250788703459
24,197,82,10800000,1.6255296e+18,9.30574145673944
38,186,78,1e+06,1.4844384e+18,8.5173931714189
40,185,78,420000,1.6261344e+18,8.8538082749772
39,189,80,1400000,1.4661216e+18,6.55250788703459
37,187,72,336000,1.5995232e+18,8.29429960885724
35,187,82,998000,1.626048e+18,9.74102744483773
36,175,80,656000,1.6250976e+18,8.29429960885724
37,183,79,878000,1.6276032e+18,7.60140233458373
35,180,80,761000,1.6094592e+18,8.98732181285012
38,187,78,715000,1.5585696e+18,6.39859493453521
39,174,71,525000,1.325376e+18,8.8538082749772
37,182,74,357000,1.6274304e+18,8.5173931714189
36,180,79,471000,1.6134336e+18,8.5173931714189
37,179,77,9e+05,1.5002496e+18,8.98732181285012
37,173,78,9e+05,1.6129152e+18,8.98732181285012
39,192,86,305000,1.532304e+18,8.29429960885724
34,177,76,1800000,1.5965856e+18,10.3417747410115
35,175,65,1600000,1.5337728e+18,8.69968140098951
32,180,70,2e+06,1.58328e+18,8.98732181285012
38,186,80,520000,1.4688864e+18,8.29429960885724
35,196,100,357000,1.5644448e+18,9.7981825908907
35,189,77,1e+06,1.5827616e+18,8.69968140098951
36,180,79,808000,1.5009408e+18,9.54688403461792
36,173,75,975000,1.6094592e+18,8.5173931714189
34,192,94,423000,1.5000768e+18,8.5173931714189
34,181,81,715000,1.08864e+18,6.21660610108486
35,190,80,8e+05,1.5729984e+18,7.60140233458373
36,173,75,9e+05,1.5935616e+18,8.29429960885724
34,179,73,1e+06,1.596672e+18,9.39274525863144
35,191,88,347000,1.51632e+18,9.10509096125708
35,178,67,978000,1.6269984e+18,8.5173931714189
35,185,88,420000,1.6267392e+18,8.69968140098951
35,183,77,650000,1.6263072e+18,8.29429960885724
33,180,78,1900000,1.5989184e+18,8.29429960885724
34,175,68,943000,1.5735168e+18,8.5173931714189
31,183,79,2400000,1.4213664e+18,8.69968140098951
32,176,70,1800000,1.3094784e+18,9.10509096125708
34,189,78,875000,1.5983136e+18,8.69968140098951
30,170,68,2300000,1.6284672e+18,8.8538082749772
35,181,77,1100000,1.6136064e+18,8.8538082749772
32,184,80,1600000,1.6250976e+18,8.69968140098951
33,180,78,1600000,1.629504e+18,8.8538082749772
33,196,86,1200000,1.498176e+18,9.10509096125708
33,178,75,2300000,1.519776e+18,10.1266711030504
34,182,78,455000,1.5978816e+18,8.98732181285012
40,185,78,441000,1.5304032e+18,8.5173931714189
34,177,70,1200000,1.5942528e+18,10.3735224312936
34,191,87,1100000,1.5311808e+18,8.8538082749772
32,183,82,2900000,1.3148352e+18,6.47850964220857
36,187,85,406000,1.4621472e+18,8.5173931714189
34,181,81,1400000,1.626912e+18,9.30574145673944
34,192,80,504000,1.6172352e+18,8.98732181285012
32,185,75,1400000,1.3886208e+18,9.10509096125708
37,180,81,462000,1.499904e+18,6.21660610108486
34,181,71,1e+06,1.6274304e+18,8.98732181285012
34,179,70,1400000,1.5950304e+18,9.21044036697652
32,185,75,2100000,1.4046912e+18,9.54688403461792
35,193,88,462000,1.4988672e+18,6.21660610108486
32,176,73,2200000,1.375056e+18,8.8538082749772
34,183,80,1100000,1.4357088e+18,9.54688403461792
33,172,65,2200000,1.6304544e+18,8.5173931714189
34,173,70,1400000,1.4688864e+18,9.30574145673944
33,170,65,1500000,1.1045376e+18,8.5173931714189
33,178,80,1300000,1.6287264e+18,8.69968140098951
30,185,79,2400000,1.6266528e+18,9.10509096125708
33,193,93,2200000,1.566864e+18,9.74102744483773
33,181,78,1200000,1.6252704e+18,8.8538082749772
32,187,79,2300000,1.6257024e+18,8.69968140098951
