"id","room_id.id","noted_date","temp","out.in","is_out"
"__export__.temp_log_75142_8de6002b","Room Admin","20-10-2018 05:44",41,"Out",1
"__export__.temp_log_75154_24e7abd0","Room Admin","20-10-2018 05:44",41,"Out",1
"__export__.temp_log_75144_c7d37e35","Room Admin","20-10-2018 05:44",41,"Out",1
"__export__.temp_log_75140_b10d197b","Room Admin","20-10-2018 05:44",40,"Out",1
"__export__.temp_log_75137_3f4f1373","Room Admin","20-10-2018 05:44",40,"Out",1
"__export__.temp_log_75138_8b0ea97f","Room Admin","20-10-2018 05:44",41,"Out",1
"__export__.temp_log_75136_017bbb09","Room Admin","20-10-2018 05:44",NA,"Out",1
"__export__.temp_log_75981_dac826cd","Room Admin","20-10-2018 05:44",41,"Out",1
"__export__.temp_log_75135_23d4bfa0","Room Admin","20-10-2018 05:44",41,"Out",1
"__export__.temp_log_75139_2a0dc622","Room Admin","20-10-2018 05:44",41,"Out",1
"__export__.temp_log_75615_799b7871","Room Admin","20-10-2018 05:44",NA,"Out",1
"__export__.temp_log_76080_afa87e34","Room Admin","20-10-2018 05:44",41,"Out",1
"__export__.temp_log_75134_b4a27b45","Room Admin","20-10-2018 05:44",NA,"Out",1
"__export__.temp_log_75599_9c4140a2","Room Admin","20-10-2018 05:43",41,"Out",1
"__export__.temp_log_75132_ebbee41e","Room Admin","20-10-2018 05:43",41,"Out",1
"__export__.temp_log_76235_9c5676bd","Room Admin","20-10-2018 05:43",41,"Out",1
"__export__.temp_log_76030_5ab413a1","Room Admin","20-10-2018 05:43",41,"Out",1
"__export__.temp_log_75133_f41a0e3c","Room Admin","20-10-2018 05:43",41,"Out",1
"__export__.temp_log_75128_a1690174","Room Admin","20-10-2018 05:43",41,"Out",1
"__export__.temp_log_75129_0992e6d1","Room Admin","20-10-2018 05:43",41,"Out",1
"__export__.temp_log_75898_61c9d964","Room Admin","20-10-2018 05:43",41,"Out",1
"__export__.temp_log_75126_cdc765a1","Room Admin","20-10-2018 05:43",41,"Out",1
"__export__.temp_log_75124_bf332f39","Room Admin","20-10-2018 05:43",41,"Out",1
"__export__.temp_log_75122_3e1d86c0","Room Admin","20-10-2018 05:43",41,"Out",1
"__export__.temp_log_76151_b5f6f2ff","Room Admin","20-10-2018 05:43",41,"Out",1
"__export__.temp_log_75120_4367e764","Room Admin","20-10-2018 05:43",41,"Out",1
"__export__.temp_log_75121_7797185a","Room Admin","20-10-2018 05:43",40,"Out",1
"__export__.temp_log_75119_6132aeed","Room Admin","20-10-2018 05:43",31,"In",0
"__export__.temp_log_75415_d9321300","Room Admin","20-10-2018 05:43",40,"Out",1
"__export__.temp_log_75118_798c3d74","Room Admin","20-10-2018 05:43",40,"Out",1
"__export__.temp_log_75117_ec0dddb9","Room Admin","20-10-2018 05:42",41,"Out",1
"__export__.temp_log_75796_60b7dffc","Room Admin","20-10-2018 05:42",41,"Out",1
"__export__.temp_log_76399_ef056925","Room Admin","20-10-2018 05:42",NA,"Out",1
"__export__.temp_log_75115_42eedf52","Room Admin","20-10-2018 05:42",41,"Out",1
"__export__.temp_log_75116_488d2e1f","Room Admin","20-10-2018 05:42",42,"Out",1
"__export__.temp_log_75110_695dd22b","Room Admin","20-10-2018 05:42",41,"Out",1
"__export__.temp_log_75108_016746d1","Room Admin","20-10-2018 05:42",41,"Out",1
"__export__.temp_log_75114_da805334","Room Admin","20-10-2018 05:42",41,"Out",1
"__export__.temp_log_75109_d4e130c5","Room Admin","20-10-2018 05:42",41,"Out",1
"__export__.temp_log_75302_867a7145","Room Admin","20-10-2018 05:42",41,"Out",1
"__export__.temp_log_75107_97a3012c","Room Admin","20-10-2018 05:42",41,"Out",1
"__export__.temp_log_75106_46908e9e","Room Admin","20-10-2018 05:42",NA,"Out",1
"__export__.temp_log_75105_3298b81f","Room Admin","20-10-2018 05:42",41,"Out",1
"__export__.temp_log_75103_47e21d11","Room Admin","20-10-2018 05:42",40,"Out",1
"__export__.temp_log_75652_bbf4c0b7","Room Admin","20-10-2018 05:42",NA,"Out",1
"__export__.temp_log_75101_646ee1ca","Room Admin","20-10-2018 05:42",41,"Out",1
"__export__.temp_log_75099_090368c8","Room Admin","20-10-2018 05:42",41,"Out",1
"__export__.temp_log_76394_43d2e8c6","Room Admin","20-10-2018 05:42",40,"Out",1
"__export__.temp_log_75097_b4793d48","Room Admin","20-10-2018 05:42",40,"Out",1
"__export__.temp_log_76240_cabbfb6c","Room Admin","20-10-2018 05:41",41,"Out",1
"__export__.temp_log_75096_2d3b0258","Room Admin","20-10-2018 05:41",40,"Out",1
"__export__.temp_log_75095_56b2cb56","Room Admin","20-10-2018 05:41",41,"Out",1
"__export__.temp_log_76222_80b7f64c","Room Admin","20-10-2018 05:41",41,"Out",1
"__export__.temp_log_75094_ea53e753","Room Admin","20-10-2018 05:41",41,"Out",1
"__export__.temp_log_76133_1ec18203","Room Admin","20-10-2018 05:41",41,"Out",1
"__export__.temp_log_75209_6c71d17f","Room Admin","20-10-2018 05:41",41,"Out",1
"__export__.temp_log_75308_6902ede4","Room Admin","20-10-2018 05:41",40,"Out",1
"__export__.temp_log_75092_81f1f376","Room Admin","20-10-2018 05:41",41,"Out",1
"__export__.temp_log_75752_cfbb8dfa","Room Admin","20-10-2018 05:41",NA,"Out",1
"__export__.temp_log_75093_8bbcd6ff","Room Admin","20-10-2018 05:41",NA,"Out",1
"__export__.temp_log_75960_80c0bb51","Room Admin","20-10-2018 05:41",41,"Out",1
"__export__.temp_log_75769_5c36e016","Room Admin","20-10-2018 05:41",NA,"Out",1
"__export__.temp_log_76015_249cf24b","Room Admin","20-10-2018 05:41",41,"Out",1
"__export__.temp_log_75460_d08b9c92","Room Admin","20-10-2018 05:41",NA,"Out",1
"__export__.temp_log_75087_1afbf73e","Room Admin","20-10-2018 05:41",33,"In",0
"__export__.temp_log_75085_92883bb7","Room Admin","20-10-2018 05:41",41,"Out",1
"__export__.temp_log_75090_4302c8af","Room Admin","20-10-2018 05:41",41,"Out",1
"__export__.temp_log_76339_9cf2a561","Room Admin","20-10-2018 05:41",41,"Out",1
"__export__.temp_log_75083_43451a86","Room Admin","20-10-2018 05:40",41,"Out",1
"__export__.temp_log_75650_666752dd","Room Admin","20-10-2018 05:40",41,"Out",1
"__export__.temp_log_75086_2825e276","Room Admin","20-10-2018 05:40",40,"Out",1
"__export__.temp_log_75298_b0f6c394","Room Admin","20-10-2018 05:40",41,"Out",1
"__export__.temp_log_75081_514334ac","Room Admin","20-10-2018 05:40",41,"Out",1
"__export__.temp_log_76044_c9aab1cf","Room Admin","20-10-2018 05:40",39,"Out",1
"__export__.temp_log_76007_0e9f5540","Room Admin","20-10-2018 05:40",40,"Out",1
"__export__.temp_log_75079_90cb6e6c","Room Admin","20-10-2018 05:40",41,"Out",1
"__export__.temp_log_75074_73809839","Room Admin","20-10-2018 05:40",41,"Out",1
"__export__.temp_log_75078_6005cc0b","Room Admin","20-10-2018 05:40",41,"Out",1
"__export__.temp_log_75084_4f5a61ee","Room Admin","20-10-2018 05:40",41,"Out",1
"__export__.temp_log_76497_a557b315","Room Admin","20-10-2018 05:40",NA,"Out",1
"__export__.temp_log_75703_d6e5defb","Room Admin","20-10-2018 05:40",42,"Out",1
"__export__.temp_log_75075_dcd79068","Room Admin","20-10-2018 05:40",40,"Out",1
"__export__.temp_log_75076_104951fc","Room Admin","20-10-2018 05:40",NA,"Out",1
"__export__.temp_log_75819_a41bcef8","Room Admin","20-10-2018 05:40",41,"Out",1
"__export__.temp_log_75073_276141be","Room Admin","20-10-2018 05:40",41,"Out",1
"__export__.temp_log_75631_218de81c","Room Admin","20-10-2018 05:40",NA,"Out",1
"__export__.temp_log_76141_fe3ec0f7","Room Admin","20-10-2018 05:40",41,"Out",1
"__export__.temp_log_75082_a6e5b6f6","Room Admin","20-10-2018 05:40",40,"Out",1
"__export__.temp_log_75071_841d2128","Room Admin","20-10-2018 05:40",NA,"Out",1
"__export__.temp_log_76084_4b70ca83","Room Admin","20-10-2018 05:39",40,"Out",1
"__export__.temp_log_75066_38d5a160","Room Admin","20-10-2018 05:39",41,"Out",1
"__export__.temp_log_75065_96e448a4","Room Admin","20-10-2018 05:39",41,"Out",1
"__export__.temp_log_75068_455c41e4","Room Admin","20-10-2018 05:39",41,"Out",1
"__export__.temp_log_75063_12f02ec9","Room Admin","20-10-2018 05:39",41,"Out",1
"__export__.temp_log_75067_138623ff","Room Admin","20-10-2018 05:39",41,"Out",1
"__export__.temp_log_75064_889d0865","Room Admin","20-10-2018 05:39",41,"Out",1
"__export__.temp_log_75072_fc639a39","Room Admin","20-10-2018 05:39",39,"Out",1
"__export__.temp_log_75061_54b71324","Room Admin","20-10-2018 05:39",40,"Out",1
"__export__.temp_log_75059_0bfdfd13","Room Admin","20-10-2018 05:39",40,"Out",1
"__export__.temp_log_75057_424eb1be","Room Admin","20-10-2018 05:39",41,"Out",1
"__export__.temp_log_75755_afd3f8c5","Room Admin","20-10-2018 05:39",41,"Out",1
"__export__.temp_log_75062_479fdad7","Room Admin","20-10-2018 05:39",41,"Out",1
"__export__.temp_log_75054_88a345f0","Room Admin","20-10-2018 05:39",41,"Out",1
"__export__.temp_log_75058_cbf87b34","Room Admin","20-10-2018 05:39",41,"Out",1
"__export__.temp_log_75056_f86a2c4c","Room Admin","20-10-2018 05:39",NA,"Out",1
"__export__.temp_log_76197_ceae7ad6","Room Admin","20-10-2018 05:39",41,"Out",1
"__export__.temp_log_75967_a73c574e","Room Admin","20-10-2018 05:39",41,"Out",1
"__export__.temp_log_76348_d66f79d5","Room Admin","20-10-2018 05:39",40,"Out",1
"__export__.temp_log_75051_52794633","Room Admin","20-10-2018 05:39",40,"Out",1
"__export__.temp_log_75053_d7959322","Room Admin","20-10-2018 05:39",41,"Out",1
"__export__.temp_log_75610_51eb63f0","Room Admin","20-10-2018 05:39",41,"Out",1
"__export__.temp_log_75548_bfe6328d","Room Admin","20-10-2018 05:39",40,"Out",1
"__export__.temp_log_75047_54413ee0","Room Admin","20-10-2018 05:39",40,"Out",1
"__export__.temp_log_75050_7defe402","Room Admin","20-10-2018 05:38",41,"Out",1
"__export__.temp_log_75046_5349105f","Room Admin","20-10-2018 05:38",40,"Out",1
"__export__.temp_log_75044_5612a06e","Room Admin","20-10-2018 05:38",41,"Out",1
"__export__.temp_log_75874_ca6503b2","Room Admin","20-10-2018 05:38",40,"Out",1
"__export__.temp_log_75996_8548a93b","Room Admin","20-10-2018 05:38",40,"Out",1
"__export__.temp_log_75042_3d572136","Room Admin","20-10-2018 05:38",40,"Out",1
"__export__.temp_log_75045_d6bdc452","Room Admin","20-10-2018 05:38",40,"Out",1
"__export__.temp_log_75041_19a59152","Room Admin","20-10-2018 05:38",40,"Out",1
"__export__.temp_log_75037_76ae320e","Room Admin","20-10-2018 05:38",40,"Out",1
"__export__.temp_log_75040_881c2ee0","Room Admin","20-10-2018 05:38",40,"Out",1
"__export__.temp_log_75039_79e3134f","Room Admin","20-10-2018 05:38",41,"Out",1
"__export__.temp_log_75265_9c184ed0","Room Admin","20-10-2018 05:38",40,"Out",1
"__export__.temp_log_75038_ed9f3a0a","Room Admin","20-10-2018 05:38",41,"Out",1
"__export__.temp_log_75877_98cf36b1","Room Admin","20-10-2018 05:38",41,"Out",1
"__export__.temp_log_75036_43daf5a9","Room Admin","20-10-2018 05:38",NA,"Out",1
"__export__.temp_log_75060_a0790c93","Room Admin","20-10-2018 05:38",NA,"Out",1
"__export__.temp_log_75033_09aecb28","Room Admin","20-10-2018 05:38",NA,"Out",1
"__export__.temp_log_75767_1dc186ad","Room Admin","20-10-2018 05:38",41,"Out",1
"__export__.temp_log_75029_ea5fda73","Room Admin","20-10-2018 05:38",40,"Out",1
"__export__.temp_log_75030_790bcedf","Room Admin","20-10-2018 05:38",41,"Out",1
"__export__.temp_log_75028_f14f4d89","Room Admin","20-10-2018 05:38",41,"Out",1
"__export__.temp_log_75027_de35942a","Room Admin","20-10-2018 05:37",40,"Out",1
"__export__.temp_log_75624_2d865f38","Room Admin","20-10-2018 05:37",40,"Out",1
"__export__.temp_log_76201_e76d33bb","Room Admin","20-10-2018 05:37",40,"Out",1
"__export__.temp_log_76496_b86b5ede","Room Admin","20-10-2018 05:37",40,"Out",1
"__export__.temp_log_75032_9bca4c46","Room Admin","20-10-2018 05:37",40,"Out",1
"__export__.temp_log_75026_46f151d0","Room Admin","20-10-2018 05:37",40,"Out",1
"__export__.temp_log_75023_9fe0c426","Room Admin","20-10-2018 05:37",40,"Out",1
"__export__.temp_log_76010_49351a7b","Room Admin","20-10-2018 05:37",40,"Out",1
"__export__.temp_log_75021_43f01d02","Room Admin","20-10-2018 05:37",41,"Out",1
"__export__.temp_log_75025_ea0c25f6","Room Admin","20-10-2018 05:37",40,"Out",1
"__export__.temp_log_75018_7964a47c","Room Admin","20-10-2018 05:37",40,"Out",1
"__export__.temp_log_75020_57d16c4d","Room Admin","20-10-2018 05:37",40,"Out",1
"__export__.temp_log_75824_479551cf","Room Admin","20-10-2018 05:37",40,"Out",1
"__export__.temp_log_75019_cee7e393","Room Admin","20-10-2018 05:37",40,"Out",1
"__export__.temp_log_75016_3c3eab25","Room Admin","20-10-2018 05:37",40,"Out",1
"__export__.temp_log_75014_a4c86ea1","Room Admin","20-10-2018 05:37",41,"Out",1
"__export__.temp_log_75012_f3df427c","Room Admin","20-10-2018 05:37",40,"Out",1
"__export__.temp_log_75013_752aa9d7","Room Admin","20-10-2018 05:37",31,"In",0
"__export__.temp_log_75011_dea22b75","Room Admin","20-10-2018 05:37",NA,"Out",1
"__export__.temp_log_75009_c368ceb4","Room Admin","20-10-2018 05:37",NA,"Out",1
"__export__.temp_log_75008_556ef21f","Room Admin","20-10-2018 05:37",40,"Out",1
"__export__.temp_log_75735_f884f699","Room Admin","20-10-2018 05:37",40,"Out",1
"__export__.temp_log_76226_9f9cc5bd","Room Admin","20-10-2018 05:37",40,"Out",1
"__export__.temp_log_75007_5fe47fc9","Room Admin","20-10-2018 05:36",40,"Out",1
"__export__.temp_log_75910_82e390b4","Room Admin","20-10-2018 05:36",40,"Out",1
"__export__.temp_log_76130_976f41c4","Room Admin","20-10-2018 05:36",40,"Out",1
"__export__.temp_log_75006_a9ba23b9","Room Admin","20-10-2018 05:36",40,"Out",1
"__export__.temp_log_76053_2bbaa2ab","Room Admin","20-10-2018 05:36",40,"Out",1
"__export__.temp_log_75100_536660e6","Room Admin","20-10-2018 05:36",NA,"Out",1
"__export__.temp_log_75003_12ef7863","Room Admin","20-10-2018 05:36",40,"Out",1
"__export__.temp_log_75002_9172b64e","Room Admin","20-10-2018 05:36",NA,"Out",1
"__export__.temp_log_75799_20c0ce25","Room Admin","20-10-2018 05:36",40,"Out",1
"__export__.temp_log_76544_9fe25a66","Room Admin","20-10-2018 05:36",39,"Out",1
"__export__.temp_log_75001_a27ffe4c","Room Admin","20-10-2018 05:36",40,"Out",1
"__export__.temp_log_75000_14d6b792","Room Admin","20-10-2018 05:36",41,"Out",1
"__export__.temp_log_74998_30b93ff7","Room Admin","20-10-2018 05:36",40,"Out",1
"__export__.temp_log_74997_f12028c6","Room Admin","20-10-2018 05:36",40,"Out",1
"__export__.temp_log_74995_a7b48a61","Room Admin","20-10-2018 05:36",40,"Out",1
"__export__.temp_log_75679_61320ef8","Room Admin","20-10-2018 05:36",40,"Out",1
"__export__.temp_log_75970_a1eea8f7","Room Admin","20-10-2018 05:36",40,"Out",1
"__export__.temp_log_75017_bf978000","Room Admin","20-10-2018 05:36",40,"Out",1
"__export__.temp_log_76400_864d9956","Room Admin","20-10-2018 05:36",40,"Out",1
"__export__.temp_log_75832_6df88c0d","Room Admin","20-10-2018 05:36",41,"Out",1
"__export__.temp_log_74993_3afb7a3d","Room Admin","20-10-2018 05:35",40,"Out",1
"__export__.temp_log_75653_8f18c55f","Room Admin","20-10-2018 05:35",40,"Out",1
"__export__.temp_log_75773_a75aaf9e","Room Admin","20-10-2018 05:35",40,"Out",1
"__export__.temp_log_75830_ffd3a42e","Room Admin","20-10-2018 05:35",NA,"Out",1
"__export__.temp_log_75583_379a4ad1","Room Admin","20-10-2018 05:35",41,"Out",1
"__export__.temp_log_75817_f605c042","Room Admin","20-10-2018 05:35",41,"Out",1
"__export__.temp_log_76373_e97344cf","Room Admin","20-10-2018 05:35",40,"Out",1
"__export__.temp_log_74988_ded67003","Room Admin","20-10-2018 05:35",40,"Out",1
"__export__.temp_log_74984_ff38dcf8","Room Admin","20-10-2018 05:35",40,"Out",1
"__export__.temp_log_74987_04ad432c","Room Admin","20-10-2018 05:35",40,"Out",1
"__export__.temp_log_74983_c5cbd6e9","Room Admin","20-10-2018 05:35",40,"Out",1
"__export__.temp_log_76483_a5abbd3d","Room Admin","20-10-2018 05:35",NA,"Out",1
"__export__.temp_log_76261_dbfd986f","Room Admin","20-10-2018 05:35",40,"Out",1
"__export__.temp_log_74979_f69bc93b","Room Admin","20-10-2018 05:35",40,"Out",1
"__export__.temp_log_74981_fb8a3609","Room Admin","20-10-2018 05:35",NA,"Out",1
"__export__.temp_log_74990_0d7e1ce5","Room Admin","20-10-2018 05:35",41,"Out",1
"__export__.temp_log_75868_8147c51d","Room Admin","20-10-2018 05:35",40,"Out",1
"__export__.temp_log_75683_1492a6dc","Room Admin","20-10-2018 05:35",40,"Out",1
"__export__.temp_log_76488_aeb7688c","Room Admin","20-10-2018 05:35",40,"Out",1
"__export__.temp_log_74976_3dd0e150","Room Admin","20-10-2018 05:35",40,"Out",1
"__export__.temp_log_74975_f9095a78","Room Admin","20-10-2018 05:35",NA,"Out",1
"__export__.temp_log_74974_246d97bb","Room Admin","20-10-2018 05:35",40,"Out",1
"__export__.temp_log_74971_f28162c6","Room Admin","20-10-2018 05:35",41,"Out",1
"__export__.temp_log_74972_29e86f78","Room Admin","20-10-2018 05:34",40,"Out",1
"__export__.temp_log_74966_feec6613","Room Admin","20-10-2018 05:34",41,"Out",1
"__export__.temp_log_74969_59f40b61","Room Admin","20-10-2018 05:34",40,"Out",1
"__export__.temp_log_74965_a4281f7d","Room Admin","20-10-2018 05:34",40,"Out",1
"__export__.temp_log_74970_34f221a1","Room Admin","20-10-2018 05:34",NA,"Out",1
"__export__.temp_log_75729_a7c09833","Room Admin","20-10-2018 05:34",40,"Out",1
"__export__.temp_log_74963_c1fd6f9f","Room Admin","20-10-2018 05:34",NA,"Out",1
"__export__.temp_log_74964_8b84ff26","Room Admin","20-10-2018 05:34",40,"Out",1
"__export__.temp_log_76042_6fbb2945","Room Admin","20-10-2018 05:34",40,"Out",1
"__export__.temp_log_74962_e28a7223","Room Admin","20-10-2018 05:34",39,"Out",1
"__export__.temp_log_76293_015c6dc9","Room Admin","20-10-2018 05:34",40,"Out",1
"__export__.temp_log_76316_1441d7d6","Room Admin","20-10-2018 05:34",40,"Out",1
"__export__.temp_log_76442_0570fdcf","Room Admin","20-10-2018 05:34",40,"Out",1
"__export__.temp_log_74961_b79f7f12","Room Admin","20-10-2018 05:34",39,"Out",1
"__export__.temp_log_74960_9161eb8a","Room Admin","20-10-2018 05:34",NA,"Out",1
"__export__.temp_log_75291_0299193f","Room Admin","20-10-2018 05:34",NA,"Out",1
"__export__.temp_log_75591_cb12afc8","Room Admin","20-10-2018 05:34",41,"Out",1
"__export__.temp_log_76074_3f91f6f2","Room Admin","20-10-2018 05:34",40,"Out",1
"__export__.temp_log_74958_3c497b8d","Room Admin","20-10-2018 05:34",41,"Out",1
"__export__.temp_log_75740_b1464e0f","Room Admin","20-10-2018 05:34",40,"Out",1
"__export__.temp_log_75916_a6b4e80d","Room Admin","20-10-2018 05:34",40,"Out",1
"__export__.temp_log_74956_31b9775a","Room Admin","20-10-2018 05:33",40,"Out",1
"__export__.temp_log_76160_1ed710b0","Room Admin","20-10-2018 05:33",40,"Out",1
"__export__.temp_log_74955_fb793dac","Room Admin","20-10-2018 05:33",40,"Out",1
"__export__.temp_log_74953_bb467c05","Room Admin","20-10-2018 05:33",40,"Out",1
"__export__.temp_log_76326_ac548c06","Room Admin","20-10-2018 05:33",NA,"Out",1
"__export__.temp_log_74954_90fb710a","Room Admin","20-10-2018 05:33",39,"Out",1
"__export__.temp_log_76405_e5bfc152","Room Admin","20-10-2018 05:33",40,"Out",1
"__export__.temp_log_75646_5d5360e5","Room Admin","20-10-2018 05:33",40,"Out",1
"__export__.temp_log_76356_26754d80","Room Admin","20-10-2018 05:33",40,"Out",1
"__export__.temp_log_75737_90afef86","Room Admin","20-10-2018 05:33",40,"Out",1
"__export__.temp_log_74952_4b5d6eb0","Room Admin","20-10-2018 05:33",41,"Out",1
"__export__.temp_log_76251_b646b856","Room Admin","20-10-2018 05:33",NA,"Out",1
"__export__.temp_log_75600_13674f0f","Room Admin","20-10-2018 05:33",40,"Out",1
"__export__.temp_log_75723_f700d817","Room Admin","20-10-2018 05:33",40,"Out",1
"__export__.temp_log_75585_f29e9309","Room Admin","20-10-2018 05:33",40,"Out",1
"__export__.temp_log_74950_0a91d5c5","Room Admin","20-10-2018 05:33",40,"Out",1
"__export__.temp_log_74946_66b277ed","Room Admin","20-10-2018 05:33",40,"Out",1
"__export__.temp_log_74947_7a86f555","Room Admin","20-10-2018 05:33",NA,"Out",1
"__export__.temp_log_74948_afb87158","Room Admin","20-10-2018 05:33",40,"Out",1
"__export__.temp_log_74945_dbc45dc6","Room Admin","20-10-2018 05:33",NA,"Out",1
"__export__.temp_log_76374_d9944faf","Room Admin","20-10-2018 05:33",40,"Out",1
"__export__.temp_log_76167_8c29bf55","Room Admin","20-10-2018 05:33",41,"Out",1
"__export__.temp_log_74942_57ac186f","Room Admin","20-10-2018 05:33",40,"Out",1
"__export__.temp_log_74943_d9d79b73","Room Admin","20-10-2018 05:33",40,"Out",1
"__export__.temp_log_74941_137993a3","Room Admin","20-10-2018 05:32",41,"Out",1
"__export__.temp_log_74937_e0bc7970","Room Admin","20-10-2018 05:32",40,"Out",1
"__export__.temp_log_76331_164667fd","Room Admin","20-10-2018 05:32",40,"Out",1
"__export__.temp_log_74939_c10d3b06","Room Admin","20-10-2018 05:32",40,"Out",1
"__export__.temp_log_74933_00afbaa6","Room Admin","20-10-2018 05:32",40,"Out",1
"__export__.temp_log_75705_e151d81a","Room Admin","20-10-2018 05:32",40,"Out",1
"__export__.temp_log_74935_c7aac8b5","Room Admin","20-10-2018 05:32",40,"Out",1
"__export__.temp_log_74931_f40cd9c7","Room Admin","18-10-2018 15:50",41,"Out",1
"__export__.temp_log_74930_7d7172c8","Room Admin","18-10-2018 15:50",41,"Out",1
"__export__.temp_log_74938_0519d95e","Room Admin","18-10-2018 15:50",40,"Out",1
"__export__.temp_log_76105_63ca332b","Room Admin","18-10-2018 15:50",39,"Out",1
"__export__.temp_log_75750_3ceaeab6","Room Admin","18-10-2018 15:50",40,"Out",1
"__export__.temp_log_76147_a8e9d8b4","Room Admin","18-10-2018 15:50",40,"Out",1
"__export__.temp_log_74929_415126d0","Room Admin","18-10-2018 15:50",40,"Out",1
"__export__.temp_log_74928_88afbc65","Room Admin","18-10-2018 15:50",40,"Out",1
"__export__.temp_log_76470_615c3255","Room Admin","18-10-2018 15:50",40,"Out",1
"__export__.temp_log_74924_1c23ac65","Room Admin","18-10-2018 15:50",40,"Out",1
"__export__.temp_log_76315_92f51fcf","Room Admin","18-10-2018 15:50",40,"Out",1
"__export__.temp_log_74920_3c1cc344","Room Admin","18-10-2018 15:50",40,"Out",1
"__export__.temp_log_76096_75ea2685","Room Admin","18-10-2018 15:50",40,"Out",1
"__export__.temp_log_74926_f274a27d","Room Admin","18-10-2018 15:50",40,"Out",1
"__export__.temp_log_74919_f7455499","Room Admin","18-10-2018 15:50",40,"Out",1
"__export__.temp_log_74918_5ab2644e","Room Admin","18-10-2018 15:50",40,"Out",1
"__export__.temp_log_74916_d424ddc2","Room Admin","18-10-2018 15:50",40,"Out",1
"__export__.temp_log_75696_e919fa33","Room Admin","18-10-2018 15:50",40,"Out",1
"__export__.temp_log_74914_4d025eee","Room Admin","18-10-2018 15:50",40,"Out",1
"__export__.temp_log_75529_5b5d1e7e","Room Admin","18-10-2018 15:50",40,"Out",1
"__export__.temp_log_75892_f2d79c78","Room Admin","18-10-2018 15:49",40,"Out",1
"__export__.temp_log_74911_23f3d87e","Room Admin","18-10-2018 15:49",40,"Out",1
"__export__.temp_log_74912_82af864c","Room Admin","18-10-2018 15:49",40,"Out",1
"__export__.temp_log_74913_e8e018ab","Room Admin","18-10-2018 15:49",41,"Out",1
"__export__.temp_log_74910_34e7e446","Room Admin","18-10-2018 15:49",NA,"Out",1
"__export__.temp_log_74908_2371fec2","Room Admin","18-10-2018 15:49",40,"Out",1
"__export__.temp_log_74923_f2baaba0","Room Admin","18-10-2018 15:49",40,"Out",1
"__export__.temp_log_74906_34bd96dd","Room Admin","18-10-2018 15:49",41,"Out",1
"__export__.temp_log_74905_0b41cb10","Room Admin","18-10-2018 15:49",40,"Out",1
"__export__.temp_log_74904_87bed4e5","Room Admin","18-10-2018 15:49",40,"Out",1
"__export__.temp_log_76143_c35a3550","Room Admin","18-10-2018 15:49",40,"Out",1
"__export__.temp_log_76313_79d0d22e","Room Admin","18-10-2018 15:49",NA,"Out",1
"__export__.temp_log_74900_6d1987fc","Room Admin","18-10-2018 15:49",41,"Out",1
"__export__.temp_log_74899_87be122c","Room Admin","18-10-2018 15:49",NA,"Out",1
"__export__.temp_log_74902_1127404a","Room Admin","18-10-2018 15:49",41,"Out",1
"__export__.temp_log_74903_c9518651","Room Admin","18-10-2018 15:49",41,"Out",1
"__export__.temp_log_74927_ec750b43","Room Admin","18-10-2018 15:49",40,"Out",1
"__export__.temp_log_74925_d71d0752","Room Admin","18-10-2018 15:49",40,"Out",1
"__export__.temp_log_74909_a23660e9","Room Admin","18-10-2018 15:49",40,"Out",1
"__export__.temp_log_74915_b61554a3","Room Admin","18-10-2018 15:49",NA,"Out",1
"__export__.temp_log_74901_8e2280b8","Room Admin","18-10-2018 15:49",40,"Out",1
"__export__.temp_log_74917_f13c7d90","Room Admin","18-10-2018 15:49",NA,"Out",1
"__export__.temp_log_75565_eff274f4","Room Admin","18-10-2018 15:49",40,"Out",1
"__export__.temp_log_74898_8a36c96d","Room Admin","18-10-2018 15:49",33,"In",0
"__export__.temp_log_74897_7381f8d6","Room Admin","18-10-2018 15:48",40,"Out",1
"__export__.temp_log_74894_832ef364","Room Admin","18-10-2018 15:48",40,"Out",1
"__export__.temp_log_74985_5b27de75","Room Admin","18-10-2018 15:48",40,"Out",1
"__export__.temp_log_75521_e481e0a9","Room Admin","18-10-2018 15:48",40,"Out",1
"__export__.temp_log_74895_05727c5d","Room Admin","18-10-2018 15:48",40,"Out",1
"__export__.temp_log_74892_44baf26b","Room Admin","18-10-2018 15:48",40,"Out",1
"__export__.temp_log_74893_c611d579","Room Admin","18-10-2018 15:48",40,"Out",1
"__export__.temp_log_76118_fa1ae098","Room Admin","18-10-2018 15:48",40,"Out",1
"__export__.temp_log_74896_e2bb6949","Room Admin","18-10-2018 15:48",42,"Out",1
"__export__.temp_log_74890_207f9029","Room Admin","18-10-2018 15:48",40,"Out",1
"__export__.temp_log_75789_689e9905","Room Admin","18-10-2018 15:48",41,"Out",1
"__export__.temp_log_74889_9d0501c3","Room Admin","18-10-2018 15:48",40,"Out",1
"__export__.temp_log_75849_f39bed72","Room Admin","18-10-2018 15:48",40,"Out",1
"__export__.temp_log_76513_633d0864","Room Admin","18-10-2018 15:48",40,"Out",1
"__export__.temp_log_76486_91cc7daa","Room Admin","18-10-2018 15:48",40,"Out",1
"__export__.temp_log_75127_13948fa2","Room Admin","18-10-2018 15:48",40,"Out",1
"__export__.temp_log_74922_9a03dd38","Room Admin","18-10-2018 15:48",40,"Out",1
